Date,EUR=,SEK=,GBp=,DKK=,NOK=,CHF=,PLN=,USD=
2017-11-06,1.161,8.3981,1.3172,6.4104,8.1354,0.9975,3.6487,1
2017-11-07,1.15865,8.398,1.3167,6.424,8.1717,1.0,3.66445,1
2017-11-08,1.15945,8.3809,1.3116,6.4194,8.16545,1.00005,3.65205,1
2017-11-09,1.1642,8.3785,1.3151,6.3924,8.1311,0.994,3.6344,1
2017-11-10,1.1665,8.35635,1.31905,6.3795,8.1345,0.9958,3.6239,1
2017-11-13,1.1667,8.3834,1.3116,6.3765,8.1666,0.9964,3.63205,1
2017-11-14,1.1798,8.396,1.3165,6.3068,8.181,0.9894,3.5993,1
2017-11-15,1.1792,8.4293,1.3171,6.3127,8.2435,0.9883,3.59745,1
2017-11-16,1.177,8.4006,1.3195,6.32195,8.2079,0.9941,3.60035,1
2017-11-17,1.1795,8.4252,1.32135,6.3084,8.2395,0.9886,3.58925,1
2017-11-20,1.17325,8.4842,1.32345,6.3428,8.2931,0.9936,3.60585,1
2017-11-21,1.1738,8.4293,1.32395,6.34,8.2123,0.99145,3.59595,1
2017-11-22,1.1822,8.3382,1.33265,6.2955,8.15345,0.9819,3.5643,1
2017-11-23,1.18515,8.2975,1.33095,6.2808,8.1377,0.9816,3.55175,1
2017-11-24,1.19305,8.2769,1.33375,6.2387,8.1302,0.9798,3.52745,1
2017-11-27,1.1898,8.3021,1.3318,6.2547,8.1521,0.9816,3.5354,1
2017-11-28,1.1841,8.3509,1.3338,6.2858,8.2448,0.9842,3.54865,1
2017-11-29,1.18475,8.3676,1.34085,6.2824,8.2558,0.9846,3.54825,1
2017-11-30,1.1904,8.3753,1.35265,6.252,8.3192,0.9836,3.53055,1
2017-12-01,1.1891,8.3597,1.34725,6.2586,8.2834,0.97655,3.54375,1
2017-12-04,1.1866,8.4197,1.34795,6.2713,8.3249,0.985,3.54545,1
2017-12-05,1.1826,8.365,1.3443,6.2924,8.2634,0.9874,3.55915,1
2017-12-06,1.1796,8.4342,1.3394,6.3083,8.2714,0.9899,3.57125,1
2017-12-07,1.1773,8.48555,1.3474,6.3218,8.3164,0.9944,3.5744,1
2017-12-08,1.17645,8.4487,1.33915,6.3255,8.3006,0.993,3.56965,1
2017-12-11,1.17685,8.5048,1.3339,6.3238,8.384,0.9919,3.56905,1
2017-12-12,1.1742,8.4204,1.3317,6.3383,8.34615,0.99165,3.5856,1
2017-12-13,1.18265,8.4133,1.342,6.2935,8.325,0.9856,3.56595,1
2017-12-14,1.1778,8.4389,1.34315,6.3211,8.3011,0.9892,3.58685,1
2017-12-15,1.1754,8.5061,1.33215,6.33365,8.381,0.9905,3.57745,1
2017-12-18,1.17815,8.4364,1.33825,6.3176,8.3598,0.9858,3.56895,1
2017-12-19,1.184,8.4037,1.33855,6.2867,8.3467,0.9848,3.54705,1
2017-12-20,1.1871,8.3964,1.33755,6.2711,8.4108,0.9871,3.54225,1
2017-12-21,1.18735,8.3801,1.33855,6.2696,8.3539,0.9885,3.53445,1
2017-12-22,1.18585,8.3264,1.33625,6.2786,8.3275,0.9893,3.5349,1
2017-12-25,1.1869,8.3411,1.3369,6.2709,8.31335,0.9886,3.53285,1
2017-12-26,1.18585,8.3484,1.3374,6.2779,8.3104,0.9891,3.54145,1
2017-12-27,1.1888,8.2762,1.3397,6.2625,8.271,0.9863,3.52515,1
2017-12-28,1.1943,8.2456,1.34435,6.2337,8.2514,0.9786,3.4977,1
2017-12-29,1.1998,8.2032,1.35145,6.205,8.2095,0.97435,3.48115,1
2018-01-01,1.201,8.2027,1.35035,6.2017,8.1991,0.9745,3.47935,1
2018-01-02,1.2059,8.168,1.3588,6.1733,8.1278,0.9716,3.4528,1
2018-01-03,1.2014,8.1779,1.35155,6.1973,8.1048,0.9771,3.4551,1
2018-01-04,1.2068,8.1375,1.3553,6.1699,8.0659,0.9746,3.43825,1
2018-01-05,1.203,8.1438,1.35705,6.19015,8.049,0.9752,3.45,1
2018-01-08,1.1967,8.1997,1.3568,6.22245,8.07765,0.9771,3.4859,1
2018-01-09,1.1937,8.2301,1.354,6.2389,8.1027,0.9834,3.50995,1
2018-01-10,1.1947,8.2009,1.3507,6.233,8.0722,0.9783,3.49475,1
2018-01-11,1.2032,8.1324,1.3538,6.1893,8.0146,0.9759,3.46465,1
2018-01-12,1.2187,8.0475,1.37295,6.1127,7.9256,0.9682,3.42285,1
2018-01-15,1.2263,8.0132,1.3792,6.0737,7.8808,0.9631,3.40215,1
2018-01-16,1.22605,8.0388,1.37925,6.07465,7.8733,0.9596,3.40225,1
2018-01-17,1.21855,8.0508,1.3827,6.1098,7.87745,0.96565,3.41885,1
2018-01-18,1.22385,8.0199,1.3893,6.0836,7.8472,0.9589,3.40055,1
2018-01-19,1.22215,8.0438,1.38515,6.0899,7.8678,0.963,3.41435,1
2018-01-22,1.2262,8.0203,1.39875,6.07075,7.8524,0.96185,3.39885,1
2018-01-23,1.2299,8.007,1.4001,6.0529,7.8233,0.95765,3.38905,1
2018-01-24,1.2408,7.927,1.4243,6.0005,7.7526,0.9453,3.34625,1
2018-01-25,1.23965,7.9217,1.41465,6.0049,7.7435,0.9411,3.34205,1
2018-01-26,1.2421,7.8752,1.41705,5.994,7.6906,0.9337,3.33095,1
2018-01-29,1.23825,7.8919,1.40745,6.01085,7.7115,0.9375,3.34805,1
2018-01-30,1.2402,7.8908,1.41465,6.0009,7.7223,0.93425,3.35275,1
2018-01-31,1.2421,7.8788,1.4192,5.99545,7.7125,0.9314,3.34485,1
2018-02-01,1.251,7.8402,1.4265,5.9502,7.642,0.9263,3.32175,1
2018-02-02,1.24615,7.9048,1.41225,5.9731,7.7336,0.93125,3.3454,1
2018-02-05,1.23675,7.9808,1.39585,6.0197,7.8371,0.9315,3.36375,1
2018-02-06,1.2377,7.9514,1.39485,6.0134,7.8158,0.936,3.3577,1
2018-02-07,1.2264,8.0828,1.3882,6.0685,7.9062,0.9436,3.39955,1
2018-02-08,1.2247,8.1186,1.39135,6.0777,7.9251,0.936,3.42245,1
2018-02-09,1.2235,8.1028,1.38375,6.0852,7.9668,0.9401,3.41935,1
2018-02-12,1.2292,8.0644,1.38375,6.0592,7.91425,0.93925,3.39105,1
2018-02-13,1.2352,8.0276,1.3892,6.0325,7.8722,0.9348,3.37315,1
2018-02-14,1.245,7.95565,1.3998,5.98425,7.798,0.92915,3.33645,1
2018-02-15,1.2506,7.9292,1.40985,5.957,7.7658,0.9221,3.32175,1
2018-02-16,1.2406,7.9682,1.40425,6.0039,7.7809,0.9278,3.35205,1
2018-02-19,1.24075,7.9841,1.4005,6.0023,7.7789,0.92915,3.33235,1
2018-02-20,1.2338,8.0962,1.3996,6.0362,7.8407,0.9362,3.36445,1
2018-02-21,1.2284,8.1191,1.3918,6.0632,7.8675,0.93895,3.39775,1
2018-02-22,1.2331,8.1159,1.3956,6.04,7.8545,0.93275,3.39115,1
2018-02-23,1.22935,8.17495,1.39675,6.05605,7.8475,0.9368,3.395,1
2018-02-26,1.2318,8.1506,1.3967,6.0444,7.8238,0.93805,3.38535,1
2018-02-27,1.22325,8.2263,1.39095,6.0866,7.8683,0.939,3.41085,1
2018-02-28,1.21945,8.2908,1.37605,6.1065,7.9016,0.9446,3.42455,1
2018-03-01,1.22675,8.24965,1.3776,6.07105,7.8443,0.9419,3.41565,1
2018-03-02,1.23175,8.2488,1.3805,6.0466,7.7859,0.9382,3.39985,1
2018-03-05,1.2336,8.2633,1.3849,6.0383,7.81905,0.94,3.39635,1
2018-03-06,1.2404,8.2072,1.38875,6.0062,7.777,0.9407,3.37635,1
2018-03-07,1.24135,8.2301,1.39015,6.0036,7.8098,0.9435,3.39045,1
2018-03-08,1.2312,8.2628,1.3812,6.0497,7.8398,0.9512,3.4142,1
2018-03-09,1.2307,8.2441,1.3849,6.0529,7.7771,0.9512,3.40805,1
2018-03-12,1.2334,8.2431,1.39055,6.038,7.7443,0.9476,3.40905,1
2018-03-13,1.239,8.2165,1.39615,6.0122,7.7368,0.944,3.40015,1
2018-03-14,1.2367,8.183,1.3961,6.0233,7.73,0.945,3.39665,1
2018-03-15,1.23045,8.1802,1.39375,6.05355,7.71425,0.9515,3.42395,1
2018-03-16,1.2289,8.1929,1.39405,6.0614,7.7156,0.9522,3.43265,1
2018-03-19,1.2335,8.1695,1.4024,6.0385,7.7234,0.9511,3.42405,1
2018-03-20,1.2242,8.2217,1.3998,6.0844,7.74725,0.9565,3.45635,1
2018-03-21,1.2338,8.1836,1.41415,6.03715,7.6958,0.94975,3.42775,1
2018-03-22,1.23015,8.2565,1.4096,6.0548,7.7504,0.9492,3.43295,1
2018-03-23,1.2353,8.2472,1.41335,6.0294,7.7558,0.9472,3.42315,1
2018-03-26,1.24425,8.1908,1.42285,5.98455,7.6813,0.94565,3.39205,1
2018-03-27,1.2403,8.2311,1.4157,6.0046,7.71795,0.9468,3.39685,1
2018-03-28,1.23085,8.351,1.40775,6.05415,7.8624,0.9567,3.4151,1
2018-03-29,1.23015,8.3603,1.4017,6.0607,7.8413,0.9565,3.42215,1
2018-03-30,1.23225,8.3423,1.40175,6.0484,7.8503,0.9541,3.42235,1
2018-04-02,1.2302,8.3915,1.40455,6.0553,7.8874,0.9554,3.42335,1
2018-04-03,1.22705,8.3913,1.40585,6.0716,7.8382,0.95885,3.4186,1
2018-04-04,1.2278,8.4019,1.40815,6.068,7.8245,0.9608,3.4215,1
2018-04-05,1.224,8.4184,1.40035,6.0839,7.831,0.9634,3.42675,1
2018-04-06,1.2283,8.3911,1.40925,6.0636,7.8297,0.95925,3.41915,1
2018-04-09,1.23205,8.358,1.4131,6.0444,7.785,0.9562,3.40385,1
2018-04-10,1.2356,8.302,1.4175,6.0269,7.7951,0.9571,3.3884,1
2018-04-11,1.2367,8.3259,1.41785,6.0206,7.7626,0.9577,3.38355,1
2018-04-12,1.2327,8.4071,1.42275,6.0407,7.7708,0.9626,3.38995,1
2018-04-13,1.2331,8.4737,1.4241,6.0396,7.7749,0.9624,3.38005,1
2018-04-16,1.23795,8.4169,1.4338,6.0162,7.7756,0.96005,3.35455,1
2018-04-17,1.23705,8.4036,1.4288,6.0213,7.7614,0.96615,3.36565,1
2018-04-18,1.23735,8.4042,1.4203,6.0191,7.7616,0.96875,3.36595,1
2018-04-19,1.2346,8.4047,1.40915,6.0328,7.7921,0.97135,3.37495,1
2018-04-20,1.2288,8.4461,1.40045,6.0612,7.8232,0.9746,3.39595,1
2018-04-23,1.2209,8.5195,1.3941,6.1005,7.88715,0.9781,3.44155,1
2018-04-24,1.2232,8.5075,1.3977,6.0889,7.9026,0.9789,3.43925,1
2018-04-25,1.2161,8.5647,1.3931,6.1257,7.9725,0.9833,3.47655,1
2018-04-26,1.2103,8.6646,1.3916,6.15535,7.9954,0.9891,3.49325,1
2018-04-27,1.213,8.6587,1.378,6.1421,7.9596,0.9879,3.47,1
2018-04-30,1.20785,8.7492,1.37715,6.1682,8.0159,0.99075,3.50875,1
2018-05-01,1.19935,8.8484,1.3614,6.2129,8.0877,0.9964,3.56515,1
2018-05-02,1.19515,8.9163,1.3578,6.2332,8.1224,0.9993,3.57165,1
2018-05-03,1.19885,8.8137,1.3576,6.2141,8.0485,0.9976,3.55845,1
2018-05-04,1.196,8.7999,1.35325,6.2277,8.0552,0.99995,3.55145,1
2018-05-07,1.1922,8.8355,1.3557,6.2491,8.0703,1.0026,3.57415,1
2018-05-08,1.1864,8.8187,1.3546,6.2776,8.1404,1.00165,3.60795,1
2018-05-09,1.18505,8.7042,1.35465,6.2854,8.0767,1.00525,3.59715,1
2018-05-10,1.1915,8.651,1.3517,6.2521,8.0037,1.0033,3.56685,1
2018-05-11,1.1944,8.5952,1.35435,6.2395,8.0019,1.0006,3.57265,1
2018-05-14,1.1927,8.6421,1.3556,6.2457,8.0326,1.0006,3.5827,1
2018-05-15,1.18375,8.6855,1.35065,6.29335,8.1222,1.0013,3.62905,1
2018-05-16,1.18075,8.7049,1.3488,6.3075,8.0794,1.0012,3.61845,1
2018-05-17,1.1795,8.734,1.3517,6.31435,8.1208,1.0015,3.64215,1
2018-05-18,1.17775,8.754,1.34735,6.3265,8.1144,0.9978,3.65345,1
2018-05-21,1.17915,8.6731,1.34305,6.315,8.0506,0.99725,3.63795,1
2018-05-22,1.1779,8.6898,1.34355,6.3233,8.0615,0.99275,3.63735,1
2018-05-23,1.1697,8.7607,1.33485,6.3691,8.0934,0.99555,3.67835,1
2018-05-24,1.17195,8.7608,1.3381,6.3559,8.0986,0.9916,3.67755,1
2018-05-25,1.1652,8.7649,1.3309,6.3942,8.171,0.9898,3.70275,1
2018-05-28,1.16235,8.8239,1.33135,6.4071,8.1956,0.9937,3.70055,1
2018-05-29,1.154,8.95575,1.32535,6.4498,8.2837,0.9913,3.75615,1
2018-05-30,1.1663,8.8104,1.32915,6.3809,8.1824,0.9892,3.69005,1
2018-05-31,1.1692,8.8138,1.33005,6.3652,8.1792,0.9858,3.69155,1
2018-06-01,1.16605,8.8253,1.3348,6.3839,8.183,0.98815,3.69085,1
2018-06-04,1.16985,8.7575,1.33125,6.3618,8.1187,0.98785,3.65345,1
2018-06-05,1.1718,8.7515,1.33965,6.3514,8.1116,0.9845,3.65385,1
2018-06-06,1.17735,8.7336,1.3413,6.3245,8.081,0.9863,3.62375,1
2018-06-07,1.1799,8.6993,1.34225,6.3133,8.0573,0.9805,3.62365,1
2018-06-08,1.1768,8.7081,1.34115,6.3297,8.0562,0.9852,3.63565,1
2018-06-11,1.1784,8.6624,1.3375,6.322,8.0431,0.9853,3.61995,1
2018-06-12,1.1745,8.6442,1.3372,6.3438,8.0521,0.9868,3.64515,1
2018-06-13,1.1791,8.6075,1.3376,6.3183,8.0102,0.9856,3.62725,1
2018-06-14,1.1569,8.742,1.32625,6.4405,8.1368,0.99705,3.70455,1
2018-06-15,1.1609,8.7839,1.32855,6.4185,8.1476,0.9976,3.69225,1
2018-06-18,1.1623,8.8157,1.3244,6.41125,8.1273,0.99515,3.70325,1
2018-06-19,1.159,8.8959,1.318,6.4313,8.1845,0.99415,3.72175,1
2018-06-20,1.1572,8.8834,1.3173,6.4392,8.1793,0.99615,3.73015,1
2018-06-21,1.1603,8.8923,1.3252,6.4228,8.1273,0.99175,3.7313,1
2018-06-22,1.1657,8.8537,1.32695,6.3937,8.092,0.988,3.70825,1
2018-06-25,1.1704,8.848,1.3277,6.3675,8.1037,0.987,3.71225,1
2018-06-26,1.1647,8.8826,1.3228,6.3976,8.1281,0.9906,3.72445,1
2018-06-27,1.15535,8.9762,1.31125,6.4484,8.193,0.9972,3.76675,1
2018-06-28,1.1569,9.0195,1.3078,6.4425,8.1884,0.99745,3.77135,1
2018-06-29,1.1685,8.948,1.32085,6.3768,8.1445,0.9907,3.74195,1
2018-07-02,1.16405,8.9655,1.3143,6.40205,8.1725,0.9936,3.77995,1
2018-07-03,1.1657,8.8298,1.3193,6.3919,8.1331,0.99245,3.77165,1
2018-07-04,1.1656,8.7891,1.32325,6.3931,8.1103,0.9928,3.75985,1
2018-07-05,1.1691,8.7664,1.3227,6.3745,8.0615,0.9932,3.72245,1
2018-07-06,1.1747,8.7233,1.32855,6.3441,8.0302,0.9899,3.70715,1
2018-07-09,1.1751,8.726,1.3259,6.3434,8.0255,0.99155,3.67005,1
2018-07-10,1.1744,8.7403,1.3276,6.3468,8.0167,0.992,3.67725,1
2018-07-11,1.1674,8.8228,1.32055,6.3849,8.1089,0.99585,3.71905,1
2018-07-12,1.16725,8.8702,1.3206,6.389,8.1076,1.0024,3.70385,1
2018-07-13,1.16855,8.8835,1.32345,6.3794,8.1152,1.00175,3.69195,1
2018-07-16,1.171,8.8249,1.32355,6.3636,8.1008,0.9968,3.67385,1
2018-07-17,1.1661,8.8403,1.3115,6.39305,8.1534,1.0002,3.68465,1
2018-07-18,1.16385,8.8663,1.3069,6.4038,8.1703,0.9989,3.70135,1
2018-07-19,1.1643,8.9135,1.3014,6.4006,8.2341,0.9992,3.72645,1
2018-07-20,1.172,8.8546,1.3134,6.3572,8.1798,0.9926,3.6848,1
2018-07-23,1.1692,8.8593,1.31025,6.3722,8.1951,0.9925,3.70095,1
2018-07-24,1.1686,8.8164,1.3145,6.3768,8.1788,0.9936,3.68265,1
2018-07-25,1.17285,8.7569,1.3189,6.354,8.1353,0.9919,3.66345,1
2018-07-26,1.16425,8.8121,1.3109,6.4006,8.18995,0.9942,3.68425,1
2018-07-27,1.16575,8.8408,1.31045,6.39,8.1882,0.9945,3.67575,1
2018-07-30,1.1706,8.7521,1.3133,6.3629,8.1346,0.9883,3.64835,1
2018-07-31,1.16915,8.79235,1.31265,6.3737,8.1569,0.9903,3.65765,1
2018-08-01,1.166,8.8069,1.3126,6.3911,8.1765,0.9921,3.65445,1
2018-08-02,1.1584,8.8934,1.30185,6.4332,8.2424,0.9951,3.68975,1
2018-08-03,1.15675,8.9148,1.30075,6.4433,8.2561,0.9943,3.68435,1
2018-08-06,1.15535,8.93805,1.29435,6.4503,8.2511,0.99655,3.68625,1
2018-08-07,1.1599,8.9162,1.29395,6.4257,8.2027,0.99545,3.67205,1
2018-08-08,1.1611,8.9491,1.28815,6.42115,8.2175,0.9933,3.67265,1
2018-08-09,1.1527,9.0083,1.2824,6.46765,8.3192,0.99345,3.71065,1
2018-08-10,1.1411,9.1219,1.2769,6.5321,8.3642,0.9954,3.76155,1
2018-08-13,1.1409,9.118,1.2768,6.5324,8.3633,0.9934,3.7703,1
2018-08-14,1.1344,9.144,1.2725,6.5716,8.4163,0.99425,3.79205,1
2018-08-15,1.1345,9.2052,1.2698,6.5712,8.4543,0.9936,3.80885,1
2018-08-16,1.1377,9.1899,1.27195,6.5544,8.4766,0.9968,3.78365,1
2018-08-17,1.1439,9.1526,1.27525,6.5197,8.4545,0.99585,3.75325,1
2018-08-20,1.14805,9.15465,1.27985,6.4956,8.4459,0.9915,3.75245,1
2018-08-21,1.1571,9.0946,1.29015,6.44705,8.4044,0.9853,3.70945,1
2018-08-22,1.1597,9.0655,1.2911,6.43195,8.3418,0.983,3.6826,1
2018-08-23,1.1539,9.1426,1.28115,6.4628,8.3888,0.9862,3.71765,1
2018-08-24,1.1623,9.1263,1.2845,6.4183,8.3276,0.9833,3.67975,1
2018-08-27,1.1678,9.0936,1.2893,6.3864,8.3235,0.97975,3.6574,1
2018-08-28,1.1695,9.1388,1.28775,6.3765,8.3422,0.9764,3.65265,1
2018-08-29,1.1708,9.1377,1.30265,6.3696,8.331,0.97055,3.66205,1
2018-08-30,1.16715,9.118,1.301,6.3886,8.3448,0.9691,3.68455,1
2018-08-31,1.1601,9.1489,1.29635,6.4258,8.3873,0.9688,3.70875,1
2018-09-03,1.1624,9.09645,1.2872,6.41585,8.3546,0.9693,3.69425,1
2018-09-04,1.1582,9.0872,1.28565,6.4364,8.3928,0.97445,3.72175,1
2018-09-05,1.16295,9.0542,1.2904,6.4104,8.3942,0.9718,3.71925,1
2018-09-06,1.1622,9.1068,1.2932,6.4148,8.4221,0.9652,3.7192,1
2018-09-07,1.1553,9.0585,1.29235,6.4553,8.452,0.9693,3.73435,1
2018-09-10,1.1594,9.0682,1.30265,6.433,8.3893,0.9751,3.71925,1
2018-09-11,1.1607,9.0408,1.30355,6.4269,8.3197,0.9722,3.70895,1
2018-09-12,1.1626,8.9813,1.3048,6.4159,8.2594,0.97065,3.70545,1
2018-09-13,1.169,8.953,1.3107,6.38085,8.2181,0.9655,3.681,1
2018-09-14,1.16305,9.0527,1.30675,6.4184,8.2554,0.9675,3.70385,1
2018-09-17,1.16835,8.9115,1.31585,6.38565,8.1733,0.9626,3.67955,1
2018-09-18,1.1667,8.9091,1.31485,6.3943,8.1599,0.96455,3.67575,1
2018-09-19,1.1673,8.8713,1.31445,6.39165,8.1517,0.9672,3.67195,1
2018-09-20,1.17765,8.7734,1.3267,6.333,8.1452,0.95895,3.64345,1
2018-09-21,1.175,8.7867,1.30775,6.34875,8.14805,0.9587,3.66515,1
2018-09-24,1.1748,8.7992,1.31215,6.3493,8.1417,0.9648,3.6569,1
2018-09-25,1.1772,8.8086,1.3183,6.33915,8.12855,0.9651,3.64415,1
2018-09-26,1.174,8.8108,1.317,6.3532,8.11105,0.9659,3.63765,1
2018-09-27,1.1641,8.8561,1.3082,6.4049,8.1552,0.9773,3.66825,1
2018-09-28,1.1609,8.8887,1.30305,6.4268,8.1473,0.9821,3.68845,1
2018-10-01,1.1578,8.9457,1.3043,6.4401,8.1507,0.9838,3.70135,1
2018-10-02,1.1548,9.0083,1.2979,6.4572,8.1744,0.9839,3.7202,1
2018-10-03,1.1478,9.0532,1.294,6.4961,8.2266,0.99235,3.74785,1
2018-10-04,1.1515,9.0592,1.302,6.4762,8.2499,0.9917,3.74455,1
2018-10-05,1.1524,9.065,1.31235,6.4747,8.2609,0.9918,3.73705,1
2018-10-08,1.1492,9.0863,1.309,6.4915,8.27645,0.9927,3.75635,1
2018-10-09,1.14905,9.1051,1.3144,6.4922,8.2671,0.9919,3.74595,1
2018-10-10,1.152,9.1437,1.31955,6.4752,8.2363,0.9901,3.7487,1
2018-10-11,1.1594,8.9741,1.32355,6.4353,8.2155,0.9895,3.71565,1
2018-10-12,1.1563,8.9612,1.31555,6.454,8.1723,0.9916,3.71605,1
2018-10-15,1.1579,8.95315,1.31525,6.4433,8.1528,0.987,3.70735,1
2018-10-16,1.15745,8.905,1.31865,6.44605,8.1475,0.9907,3.70265,1
2018-10-17,1.1501,8.9654,1.3115,6.48695,8.2128,0.9953,3.73235,1
2018-10-18,1.1453,9.0423,1.3018,6.5138,8.2781,0.99565,3.75855,1
2018-10-19,1.15145,8.9892,1.30715,6.4797,8.2273,0.9965,3.73015,1
2018-10-22,1.1465,9.0011,1.29625,6.5075,8.2568,0.99605,3.74325,1
2018-10-23,1.1471,9.0257,1.2983,6.5033,8.2909,0.9949,3.74635,1
2018-10-24,1.1392,9.1252,1.2881,6.5493,8.3515,0.9979,3.78605,1
2018-10-25,1.13755,9.113,1.2817,6.5598,8.3432,0.99965,3.7889,1
2018-10-26,1.1403,9.13245,1.28335,6.5432,8.3516,0.997,3.78145,1
2018-10-29,1.1373,9.15125,1.27935,6.561,8.3935,1.00185,3.80655,1
2018-10-30,1.13445,9.1754,1.27065,6.5771,8.4139,1.00515,3.81555,1
2018-10-31,1.1312,9.1671,1.2766,6.5958,8.4367,1.00855,3.83865,1
2018-11-01,1.1409,9.043,1.30105,6.5386,8.3528,1.0021,3.78945,1
2018-11-02,1.1387,9.06,1.29725,6.5504,8.3678,1.0036,3.78305,1
2018-11-05,1.1407,9.0579,1.3042,6.5388,8.363,1.0045,3.77425,1
2018-11-06,1.14275,9.0434,1.30985,6.5278,8.3628,1.0025,3.76605,1
2018-11-07,1.1426,9.0254,1.3126,6.5292,8.3494,1.0023,3.75305,1
2018-11-08,1.13635,9.0197,1.30615,6.5635,8.3744,1.006,3.76875,1
2018-11-09,1.1336,9.08,1.29765,6.58005,8.4362,1.0055,3.78245,1
2018-11-12,1.1218,9.1487,1.2849,6.65,8.5184,1.0109,3.8371,1
2018-11-13,1.1291,9.0541,1.29735,6.6088,8.4963,1.007,3.80255,1
2018-11-14,1.131,9.0852,1.29965,6.5985,8.5072,1.0058,3.80055,1
2018-11-15,1.1328,9.0639,1.2776,6.587,8.4893,1.0071,3.78325,1
2018-11-16,1.142,9.0057,1.2839,6.5345,8.4405,0.9999,3.77925,1
2018-11-19,1.1453,9.00425,1.2851,6.5157,8.4781,0.99355,3.78085,1
2018-11-20,1.1371,9.0937,1.2788,6.5629,8.58485,0.995,3.79205,1
2018-11-21,1.1385,9.0428,1.27775,6.5538,8.5299,0.99485,3.77905,1
2018-11-22,1.1408,9.0409,1.2878,6.5436,8.5325,0.99505,3.76635,1
2018-11-23,1.13415,9.0929,1.2814,6.5816,8.5963,0.9967,3.78545,1
2018-11-26,1.1328,9.0943,1.28345,6.5865,8.587,0.99855,3.79365,1
2018-11-27,1.12885,9.1071,1.27495,6.6096,8.6046,0.9989,3.80145,1
2018-11-28,1.13665,9.0373,1.2825,6.5652,8.5582,0.9938,3.7709,1
2018-11-29,1.1393,9.0663,1.27945,6.54995,8.53555,0.9959,3.76165,1
2018-11-30,1.1317,9.1065,1.27525,6.5937,8.5931,0.9989,3.79155,1
2018-12-03,1.1354,9.0132,1.2724,6.57255,8.5279,0.9978,3.76725,1
2018-12-04,1.13455,9.0193,1.272,6.5794,8.5054,0.9975,3.77395,1
2018-12-05,1.13445,8.97895,1.27335,6.5788,8.50225,0.99765,3.77595,1
2018-12-06,1.13755,8.988,1.27845,6.5618,8.5198,0.99285,3.76325,1
2018-12-07,1.1378,9.0419,1.27285,6.5608,8.4991,0.9905,3.76875,1
2018-12-10,1.1356,9.09545,1.25605,6.5726,8.5632,0.99045,3.78085,1
2018-12-11,1.1316,9.0895,1.2486,6.5959,8.5785,0.9935,3.80085,1
2018-12-12,1.13685,9.087,1.26315,6.5654,8.5711,0.99355,3.77605,1
2018-12-13,1.13635,9.0566,1.26575,6.5714,8.5577,0.9942,3.7836,1
2018-12-14,1.13095,9.0602,1.2584,6.6033,8.6158,0.9978,3.79585,1
2018-12-17,1.13475,9.0586,1.2627,6.5803,8.6469,0.993,3.7748,1
2018-12-18,1.13615,9.07,1.26465,6.5728,8.7312,0.99265,3.77185,1
2018-12-19,1.1377,9.0966,1.261,6.56405,8.7189,0.9946,3.76895,1
2018-12-20,1.1446,8.9761,1.26575,6.5224,8.6828,0.98795,3.74405,1
2018-12-21,1.1369,9.0428,1.26315,6.5647,8.7626,0.9952,3.77275,1
2018-12-24,1.13995,9.0457,1.2724,6.5494,8.7478,0.9862,3.75495,1
2018-12-25,1.13625,9.0548,1.26865,6.5538,8.7724,0.98635,3.76365,1
2018-12-26,1.1353,9.1029,1.2634,6.5772,8.7674,0.9958,3.7723,1
2018-12-27,1.14305,9.0084,1.2644,6.53075,8.7705,0.9877,3.75555,1
2018-12-28,1.1438,8.9653,1.2707,6.52555,8.7141,0.9843,3.75865,1
2018-12-31,1.14705,8.8539,1.27595,6.5112,8.6407,0.9816,3.73995,1
2019-01-01,1.1464,8.871,1.2752,6.5128,8.6423,0.9816,3.74165,1
2019-01-02,1.13435,9.0174,1.26095,6.58215,8.7164,0.9902,3.7838,1
2019-01-03,1.1394,9.0024,1.26335,6.5539,8.6899,0.98665,3.76585,1
2019-01-04,1.1395,8.9593,1.2728,6.5528,8.6116,0.9865,3.76615,1
2019-01-07,1.14755,8.896,1.27805,6.50835,8.532,0.9797,3.74495,1
2019-01-08,1.1442,8.9292,1.27195,6.5262,8.5496,0.9813,3.75545,1
2019-01-09,1.1543,8.8679,1.279,6.4686,8.47,0.9745,3.72635,1
2019-01-10,1.15,8.905,1.2749,6.491,8.4792,0.9844,3.73505,1
2019-01-11,1.1469,8.9292,1.2843,6.5092,8.5361,0.9842,3.74225,1
2019-01-14,1.14765,8.94965,1.2865,6.50835,8.54915,0.9809,3.74135,1
2019-01-15,1.14165,8.9674,1.28605,6.5396,8.5427,0.9879,3.76055,1
2019-01-16,1.13995,9.0001,1.2883,6.5525,8.5399,0.99025,3.75815,1
2019-01-17,1.13975,9.0204,1.29865,6.5545,8.55,0.9943,3.76345,1
2019-01-18,1.1363,9.0268,1.2875,6.5694,8.5563,0.9957,3.77425,1
2019-01-21,1.1366,9.0158,1.28925,6.5693,8.5624,0.99725,3.76915,1
2019-01-22,1.1359,9.0267,1.29585,6.573,8.601,0.99725,3.77295,1
2019-01-23,1.1381,9.0168,1.30695,6.5606,8.565,0.9947,3.76785,1
2019-01-24,1.1306,9.0859,1.3066,6.6042,8.588,0.9965,3.79215,1
2019-01-25,1.14145,9.0484,1.3203,6.5451,8.5101,0.9931,3.75775,1
