Date,EUR=,SEK=,GBp=,DKK=,NOK=,CHF=,PLN=,USD=
2020-08-21,1.1797,8.7943,1.30895,6.31125,9.0106,0.9116,3.74175,1
2020-08-24,1.1788,8.7892,1.3064,6.3138,9.0036,0.9119,3.72915,1
2020-08-25,1.1835,8.7547,1.3152,6.2892,8.9661,0.9077,3.71935,1
2020-08-26,1.18305,8.71985,1.32095,6.2916,8.885,0.9083,3.7315,1
2020-08-27,1.1822,8.72385,1.3201,6.2961,8.9166,0.909,3.7315,1
2020-08-28,1.1905,8.6298,1.3352,6.2508,8.79745,0.904,3.6858,1
2020-08-31,1.19365,8.6464,1.33715,6.236,8.7214,0.9037,3.68405,1
2020-09-01,1.1912,8.6853,1.3383,6.2495,8.7585,0.9094,3.68435,1
2020-09-02,1.1855,8.7157,1.33535,6.27675,8.8353,0.9107,3.7218,1
2020-09-03,1.18505,8.7361,1.32815,6.2784,8.9186,0.9094,3.7453,1
2020-09-04,1.184,8.74165,1.32835,6.28485,8.917,0.91335,3.7644,1
2020-09-07,1.1818,8.7706,1.3168,6.29815,8.9349,0.9161,3.7552,1
2020-09-08,1.1781,8.8327,1.2989,6.3203,9.1258,0.9175,3.7837,1
2020-09-09,1.1803,8.74685,1.3002,6.3036,9.0178,0.9125,3.76355,1
2020-09-10,1.1815,8.77445,1.2805,6.2986,9.0744,0.9106,3.77005,1
2020-09-11,1.18465,8.7702,1.27955,6.2802,9.0351,0.9088,3.75515,1
2020-09-14,1.1869,8.76765,1.2846,6.2723,9.0359,0.9084,3.74775,1
2020-09-15,1.18465,8.79255,1.2888,6.2792,9.0305,0.90815,3.76255,1
2020-09-16,1.1816,8.8109,1.2967,6.2967,9.0208,0.9094,3.7661,1
2020-09-17,1.18485,8.77335,1.29735,6.2796,9.0498,0.9085,3.75925,1
2020-09-18,1.1839,8.76665,1.29165,6.2841,9.0951,0.9118,3.7677,1
2020-09-21,1.1771,8.8479,1.2816,6.3216,9.2811,0.9145,3.81935,1
2020-09-22,1.1708,8.9115,1.2733,6.3553,9.3408,0.9194,3.8341,1
2020-09-23,1.1661,9.0204,1.2724,6.383,9.4922,0.924,3.87325,1
2020-09-24,1.1674,9.1004,1.2751,6.3804,9.4982,0.9268,3.903,1
2020-09-25,1.1632,9.1244,1.27475,6.4007,9.574,0.92855,3.91165,1
2020-09-28,1.1666,9.0412,1.2831,6.3823,9.4847,0.9246,3.93195,1
2020-09-29,1.1744,8.9667,1.2863,6.3401,9.42,0.9194,3.8585,1
2020-09-30,1.172,8.9559,1.2918,6.352,9.3315,0.9209,3.86695,1
2020-10-01,1.1749,8.9144,1.2891,6.3347,9.3072,0.91855,3.8153,1
2020-10-02,1.1715,8.941,1.2933,6.3526,9.3011,0.9214,3.8435,1
2020-10-05,1.1783,8.9024,1.29795,6.3141,9.2174,0.9155,3.81495,1
2020-10-06,1.1735,8.957,1.2879,6.3409,9.3654,0.9179,3.8267,1
2020-10-07,1.1762,8.8868,1.292,6.32675,9.3031,0.9174,3.81135,1
2020-10-08,1.17595,8.8643,1.2935,6.329,9.2643,0.9169,3.818,1
2020-10-09,1.1826,8.7807,1.3048,6.2902,9.14,0.9103,3.7795,1
2020-10-12,1.1814,8.81285,1.30675,6.3003,9.1381,0.90925,3.77305,1
2020-10-13,1.1746,8.831,1.29375,6.3372,9.2304,0.9151,3.82695,1
2020-10-14,1.1747,8.8233,1.3013,6.3384,9.2412,0.914,3.84385,1
2020-10-15,1.1708,8.87275,1.29155,6.3577,9.3486,0.91505,3.8882,1
2020-10-16,1.172,8.849,1.29155,6.352,9.3786,0.9148,3.88015,1
2020-10-19,1.1767,8.8246,1.2949,6.3226,9.3228,0.9104,3.8859,1
2020-10-20,1.1823,8.7476,1.29485,6.2968,9.2835,0.90705,3.85995,1
2020-10-21,1.1863,8.7269,1.3146,6.2734,9.2214,0.9055,3.8524,1
2020-10-22,1.1818,8.766,1.30835,6.2954,9.2514,0.9071,3.8719,1
2020-10-23,1.1861,8.7487,1.3042,6.2741,9.2375,0.9044,3.85265,1
2020-10-26,1.181,8.7433,1.3024,6.3005,9.2424,0.9076,3.87675,1
2020-10-27,1.1796,8.7241,1.30445,6.3084,9.182,0.9087,3.89035,1
2020-10-28,1.17455,8.8485,1.29825,6.3374,9.3695,0.91055,3.94475,1
2020-10-29,1.1675,8.9339,1.29275,6.3779,9.5394,0.9154,3.9613,1
2020-10-30,1.1649,8.89745,1.2943,6.3918,9.5362,0.9169,3.95595,1
2020-11-02,1.1642,8.9045,1.2914,6.3976,9.5584,0.9189,3.95335,1
2020-11-03,1.17145,8.82975,1.306,6.3558,9.3815,0.9122,3.87625,1
2020-11-04,1.1724,8.7867,1.29875,6.3498,9.3194,0.9129,3.87485,1
2020-11-05,1.1823,8.6974,1.3145,6.296,9.1734,0.90425,3.8286,1
2020-11-06,1.1874,8.6408,1.31575,6.2754,9.1545,0.90065,3.7921,1
2020-11-09,1.18145,8.6297,1.3165,6.3035,9.0415,0.9135,3.7967,1
2020-11-10,1.18155,8.61805,1.3273,6.3023,9.0145,0.9155,3.80595,1
2020-11-11,1.1778,8.63355,1.3223,6.3221,9.0879,0.9175,3.80685,1
2020-11-12,1.1806,8.6486,1.3116,6.3092,9.1743,0.915,3.8036,1
2020-11-13,1.1834,8.6931,1.3188,6.2953,9.163,0.9128,3.78765,1
2020-11-16,1.1854,8.6202,1.31955,6.2821,9.0559,0.91285,3.77405,1
2020-11-17,1.1863,8.6307,1.3245,6.2796,9.0699,0.9113,3.78495,1
2020-11-18,1.18535,8.5995,1.3272,6.287,9.0137,0.9111,3.76825,1
2020-11-19,1.1875,8.5992,1.32625,6.2751,9.0002,0.91105,3.76185,1
2020-11-20,1.1855,8.6201,1.3284,6.28105,9.0128,0.9111,3.76945,1
2020-11-23,1.1841,8.6309,1.3324,6.2882,9.0422,0.91265,3.7758,1
2020-11-24,1.189,8.5478,1.33595,6.2593,8.911,0.9113,3.7521,1
2020-11-25,1.19145,8.49545,1.3384,6.24735,8.8279,0.90815,3.74805,1
2020-11-26,1.1915,8.5249,1.33585,6.24755,8.8769,0.9066,3.7567,1
2020-11-27,1.19635,8.4934,1.3316,6.2209,8.835,0.9043,3.7486,1
2020-11-30,1.193,8.574,1.3323,6.2401,8.8956,0.90915,3.75695,1
2020-12-01,1.20705,8.4802,1.34165,6.1667,8.8047,0.89985,3.6853,1
2020-12-02,1.2116,8.468,1.3365,6.1446,8.8004,0.8945,3.6946,1
2020-12-03,1.2142,8.4271,1.3454,6.1303,8.7551,0.8911,3.67955,1
2020-12-04,1.2122,8.4575,1.34395,6.1392,8.79975,0.8923,3.6879,1
2020-12-07,1.21095,8.3974,1.3378,6.148,8.7431,0.89085,3.6926,1
2020-12-08,1.2103,8.475,1.3355,6.1505,8.7656,0.8892,3.67575,1
2020-12-09,1.20825,8.48855,1.3398,6.161,8.8423,0.88945,3.6708,1
2020-12-10,1.2138,8.4443,1.32945,6.1323,8.7794,0.886,3.64685,1
2020-12-11,1.2113,8.4598,1.3225,6.1437,8.8204,0.8895,3.67215,1
2020-12-14,1.21445,8.4015,1.3324,6.12845,8.7537,0.8865,3.6547,1
2020-12-15,1.2153,8.3825,1.34625,6.1238,8.7136,0.8858,3.6547,1
2020-12-16,1.2199,8.3548,1.3509,6.09965,8.6758,0.88565,3.63655,1
2020-12-17,1.2268,8.27475,1.3584,6.065,8.5593,0.8845,3.61935,1
2020-12-18,1.2257,8.2527,1.3522,6.0694,8.5823,0.8834,3.64725,1
2020-12-21,1.2244,8.2467,1.34675,6.077,8.6504,0.8857,3.669,1
2020-12-22,1.2163,8.3502,1.3362,6.116,8.7431,0.8898,3.70465,1
2020-12-23,1.2187,8.29145,1.3494,6.1042,8.644,0.888,3.6957,1
2020-12-24,1.2188,8.2605,1.3557,6.1042,8.67405,0.8908,3.69715,1
2020-12-25,1.2206,8.26315,1.355,6.0987,8.6171,0.8893,3.6979,1
2020-12-28,1.2216,8.2765,1.3451,6.0891,8.6361,0.88865,3.68185,1
2020-12-29,1.2249,8.2082,1.35015,6.0703,8.618,0.8845,3.7037,1
2020-12-30,1.2297,8.1979,1.36245,6.0494,8.5401,0.8812,3.72575,1
2020-12-31,1.2215,8.22785,1.36755,6.0929,8.5794,0.8853,3.7332,1
2021-01-01,1.2214,8.22805,1.3673,6.0929,8.57555,0.8853,3.74085,1
2021-01-04,1.225,8.25345,1.35715,6.07295,8.59525,0.8815,3.71805,1
2021-01-05,1.2296,8.1773,1.3626,6.0498,8.4696,0.8785,3.68625,1
2021-01-06,1.2327,8.166,1.3609,6.03495,8.4117,0.8785,3.67075,1
2021-01-07,1.2272,8.1905,1.35655,6.0617,8.4236,0.8853,3.6826,1
2021-01-08,1.2219,8.2419,1.3565,6.0851,8.4217,0.8856,3.6919,1
2021-01-11,1.2151,8.3064,1.35155,6.1214,8.5454,0.8904,3.72675,1
2021-01-12,1.2209,8.2448,1.3665,6.0933,8.4494,0.8865,3.70355,1
2021-01-13,1.21575,8.3501,1.3639,6.1202,8.4726,0.8879,3.73445,1
2021-01-14,1.2158,8.3107,1.3689,6.1198,8.4643,0.8882,3.73705,1
2021-01-15,1.208,8.391,1.3588,6.1581,8.5604,0.8909,3.75715,1
2021-01-18,1.2078,8.39345,1.35865,6.16,8.5884,0.8908,3.75755,1
2021-01-19,1.21285,8.346,1.36295,6.1336,8.5372,0.8887,3.7389,1
2021-01-20,1.2106,8.35865,1.3655,6.1446,8.4946,0.8898,3.74615,1
2021-01-21,1.2164,8.2706,1.37335,6.11375,8.4088,0.8853,3.72455,1
2021-01-22,1.2168,8.2973,1.3686,6.112,8.5013,0.8854,3.72945,1
2021-01-25,1.2139,8.28275,1.36755,6.1282,8.5355,0.8884,3.7396,1
2021-01-26,1.21605,8.3003,1.37355,6.118,8.5501,0.8868,3.73825,1
2021-01-27,1.211,8.3538,1.3688,6.1407,8.6528,0.88885,3.75575,1
2021-01-28,1.2123,8.3349,1.372,6.1359,8.5975,0.8889,3.7468,1
2021-01-29,1.21365,8.3604,1.37035,6.12805,8.5555,0.89045,3.72615,1
2021-02-01,1.206,8.4268,1.3663,6.16665,8.607,0.89695,3.74005,1
2021-02-02,1.20435,8.397,1.3667,6.176,8.6041,0.89735,3.7215,1
2021-02-03,1.20345,8.4043,1.36465,6.1801,8.5847,0.8991,3.72825,1
2021-02-04,1.19625,8.4642,1.3672,6.21665,8.638,0.90435,3.7624,1
2021-02-05,1.2044,8.36845,1.3735,6.1713,8.5395,0.899,3.7213,1
2021-02-08,1.20485,8.3885,1.374,6.172,8.5074,0.89875,3.7146,1
2021-02-09,1.2119,8.3226,1.3816,6.13665,8.4452,0.8923,3.6927,1
2021-02-10,1.2118,8.3219,1.38325,6.1376,8.4701,0.8902,3.7066,1
2021-02-11,1.213,8.3253,1.3817,6.1306,8.48,0.89005,3.7122,1
2021-02-12,1.212,8.3024,1.3846,6.1357,8.4481,0.8914,3.7106,1
2021-02-15,1.21285,8.282,1.3905,6.13125,8.3895,0.8903,3.69765,1
2021-02-16,1.2106,8.2927,1.3903,6.1418,8.4375,0.89245,3.71425,1
2021-02-17,1.2038,8.3302,1.3855,6.1774,8.5215,0.8988,3.7303,1
2021-02-18,1.209,8.3144,1.39755,6.1507,8.4613,0.8959,3.71275,1
2021-02-19,1.2119,8.2801,1.4016,6.13685,8.47,0.8964,3.70185,1
2021-02-22,1.2156,8.2761,1.4064,6.1173,8.4939,0.8962,3.69875,1
2021-02-23,1.21495,8.28085,1.4112,6.121,8.4674,0.9052,3.70945,1
2021-02-24,1.2165,8.2762,1.4141,6.11115,8.3805,0.9065,3.70335,1
2021-02-25,1.21775,8.2965,1.4015,6.1082,8.4823,0.9045,3.7145,1
2021-02-26,1.2076,8.4356,1.3934,6.1594,8.6535,0.9084,3.7453,1
2021-03-01,1.2049,8.425,1.3924,6.17135,8.5587,0.91505,3.7624,1
2021-03-02,1.2091,8.3795,1.3955,6.1503,8.4722,0.9148,3.7562,1
2021-03-03,1.2064,8.4232,1.3955,6.1638,8.4984,0.9199,3.76865,1
2021-03-04,1.1968,8.4924,1.38965,6.211,8.5847,0.9287,3.81235,1
2021-03-05,1.1918,8.53,1.3843,6.2425,8.5594,0.9311,3.8505,1
2021-03-08,1.1845,8.5854,1.3826,6.2775,8.539,0.9367,3.88065,1
2021-03-09,1.19,8.49895,1.38945,6.2492,8.4676,0.9277,3.83795,1
2021-03-10,1.1927,8.4799,1.3932,6.2343,8.4294,0.9297,3.83405,1
2021-03-11,1.1986,8.4473,1.3992,6.2045,8.4234,0.9244,3.8253,1
2021-03-12,1.1954,8.4798,1.39245,6.2213,8.4249,0.9299,3.8339,1
2021-03-15,1.193,8.514,1.3895,6.23315,8.4503,0.9274,3.8455,1
2021-03-16,1.1902,8.4975,1.38905,6.2473,8.4872,0.9247,3.86155,1
2021-03-17,1.1979,8.4557,1.3965,6.2077,8.4162,0.9226,3.8375,1
2021-03-18,1.19155,8.5199,1.39225,6.2413,8.5124,0.9271,3.87825,1
2021-03-19,1.1904,8.5401,1.387,6.24655,8.5388,0.9294,3.87645,1
2021-03-22,1.1933,8.5096,1.3864,6.2316,8.508,0.9232,3.8523,1
2021-03-23,1.1851,8.5932,1.3752,6.27545,8.6416,0.934,3.8979,1
2021-03-24,1.1813,8.6118,1.36875,6.2947,8.6008,0.9356,3.9182,1
2021-03-25,1.17645,8.65925,1.3734,6.321,8.6495,0.94015,3.941,1
2021-03-26,1.1798,8.6374,1.3789,6.3059,8.5729,0.9391,3.93575,1
2021-03-29,1.1764,8.6921,1.37625,6.32085,8.5431,0.9393,3.9639,1
2021-03-30,1.1716,8.7367,1.3741,6.3468,8.5548,0.9422,3.9755,1
2021-03-31,1.173,8.7297,1.37825,6.34035,8.5507,0.9436,3.94805,1
2021-04-01,1.1777,8.713,1.3833,6.3153,8.5262,0.9422,3.89555,1
2021-04-02,1.1764,8.7104,1.3831,6.3255,8.5328,0.9423,3.90725,1
2021-04-05,1.1813,8.7046,1.3899,6.29665,8.5056,0.9366,3.88495,1
2021-04-06,1.18765,8.615,1.3825,6.2617,8.4858,0.931,3.8686,1
2021-04-07,1.1872,8.6292,1.3736,6.2642,8.4658,0.9296,3.8536,1
2021-04-08,1.19135,8.5363,1.37345,6.2421,8.4587,0.9249,3.81365,1
2021-04-09,1.1898,8.53915,1.37095,6.2496,8.4891,0.925,3.80715,1
2021-04-12,1.1911,8.5736,1.3742,6.2441,8.4871,0.9226,3.80575,1
2021-04-13,1.1948,8.5114,1.375,6.225,8.4717,0.921,3.81925,1
2021-04-14,1.198,8.4663,1.378,6.2084,8.3888,0.9226,3.8017,1
2021-04-15,1.1967,8.4512,1.37875,6.215,8.3795,0.9228,3.80345,1
2021-04-16,1.1985,8.43525,1.38315,6.2062,8.371,0.92015,3.79115,1
2021-04-19,1.2035,8.3995,1.39865,6.17835,8.2929,0.91515,3.78275,1
2021-04-20,1.2035,8.434,1.39375,6.178,8.3575,0.91595,3.7817,1
2021-04-21,1.2035,8.41555,1.3931,6.1789,8.3387,0.9171,3.7849,1
2021-04-22,1.2016,8.4629,1.3838,6.18855,8.365,0.91675,3.79805,1
2021-04-23,1.21,8.3791,1.3876,6.1481,8.3053,0.9136,3.7668,1
2021-04-26,1.2084,8.3798,1.38975,6.1533,8.2941,0.91405,3.7713,1
2021-04-27,1.2092,8.3758,1.3914,6.1503,8.2731,0.91345,3.7804,1
2021-04-28,1.2125,8.3392,1.3934,6.1317,8.1837,0.9096,3.7754,1
2021-04-29,1.212,8.372,1.3942,6.1354,8.1994,0.9085,3.7692,1
2021-04-30,1.202,8.4687,1.3816,6.1859,8.3162,0.9135,3.7929,1
2021-05-03,1.2063,8.415,1.3911,6.164,8.2808,0.9111,3.76855,1
2021-05-04,1.2015,8.4827,1.38865,6.1897,8.3354,0.9137,3.79405,1
2021-05-05,1.2006,8.48665,1.3905,6.1944,8.3531,0.913,3.80855,1
2021-05-06,1.2066,8.425,1.3887,6.1626,8.3003,0.9072,3.78815,1
2021-05-07,1.2164,8.3084,1.3974,6.11365,8.221,0.90115,3.74295,1
2021-05-10,1.213,8.3426,1.4124,6.13075,8.2716,0.9013,3.75995,1
2021-05-11,1.2148,8.32,1.41425,6.1205,8.2618,0.90375,3.74715,1
2021-05-12,1.2071,8.43035,1.4054,6.1588,8.3393,0.9093,3.7733,1
2021-05-13,1.208,8.4011,1.4052,6.1558,8.3557,0.9061,3.748,1
2021-05-14,1.2142,8.3356,1.4098,6.12265,8.2289,0.9013,3.73205,1
2021-05-17,1.2153,8.33,1.4136,6.1189,8.2667,0.9034,3.72605,1
2021-05-18,1.2222,8.2808,1.4189,6.0839,8.2275,0.8978,3.69965,1
2021-05-19,1.2174,8.3486,1.4115,6.10755,8.3198,0.904,3.7152,1
2021-05-20,1.2228,8.3015,1.4191,6.0814,8.3054,0.8973,3.6745,1
2021-05-21,1.2181,8.3215,1.41495,6.1047,8.3867,0.8978,3.6916,1
2021-05-24,1.2217,8.3134,1.4157,6.08725,8.3321,0.8971,3.66905,1
2021-05-25,1.22515,8.2598,1.41535,6.0695,8.3102,0.8955,3.6598,1
2021-05-26,1.2192,8.3146,1.412,6.0987,8.37,0.8981,3.69005,1
2021-05-27,1.2194,8.2742,1.4207,6.0984,8.3389,0.8969,3.68165,1
2021-05-28,1.2191,8.3049,1.4189,6.09925,8.3741,0.8999,3.6776,1
2021-05-31,1.2227,8.2975,1.4212,6.0823,8.3273,0.8994,3.66265,1
2021-06-01,1.2213,8.2742,1.41495,6.0887,8.3164,0.897,3.6511,1
2021-06-02,1.2211,8.2661,1.417,6.0902,8.2982,0.8978,3.65075,1
2021-06-03,1.2126,8.3333,1.41055,6.1342,8.3788,0.9035,3.67885,1
2021-06-04,1.2167,8.2721,1.4156,6.11185,8.3136,0.8994,3.66555,1
2021-06-07,1.21895,8.2642,1.418,6.1009,8.2618,0.8976,3.6653,1
2021-06-08,1.2173,8.2709,1.4157,6.109,8.2692,0.8968,3.66605,1
2021-06-09,1.218,8.2626,1.412,6.1055,8.2771,0.8958,3.67375,1
2021-06-10,1.2171,8.2499,1.41765,6.1074,8.279,0.8945,3.67075,1
2021-06-11,1.2108,8.3188,1.41075,6.1414,8.3383,0.8981,3.71745,1
2021-06-14,1.2119,8.3254,1.41135,6.1354,8.3149,0.9,3.72415,1
2021-06-15,1.2126,8.325,1.40835,6.1326,8.31875,0.89805,3.73465,1
2021-06-16,1.19945,8.4557,1.39885,6.20005,8.4793,0.9087,3.77445,1
2021-06-17,1.1908,8.5535,1.3921,6.24545,8.5497,0.9175,3.82915,1
2021-06-18,1.1862,8.62525,1.3811,6.26775,8.6667,0.9226,3.83695,1
2021-06-21,1.1917,8.53025,1.3933,6.2407,8.5756,0.918,3.79865,1
2021-06-22,1.194,8.4767,1.3949,6.2281,8.5373,0.918,3.78035,1
2021-06-23,1.19265,8.4839,1.3963,6.2351,8.5336,0.9189,3.80145,1
2021-06-24,1.1932,8.4692,1.39235,6.23235,8.4991,0.9177,3.78685,1
2021-06-25,1.1935,8.4786,1.38785,6.23065,8.4828,0.9177,3.7821,1
2021-06-28,1.1926,8.5103,1.3885,6.23625,8.5318,0.9195,3.77505,1
2021-06-29,1.1897,8.5292,1.3837,6.2502,8.5669,0.9208,3.79905,1
2021-06-30,1.18565,8.5537,1.3829,6.2719,8.6023,0.9251,3.8131,1
2021-07-01,1.185,8.5737,1.3769,6.2753,8.6226,0.92535,3.8119,1
2021-07-02,1.1865,8.54255,1.38225,6.26735,8.5988,0.9208,3.80145,1
2021-07-05,1.1863,8.5564,1.3847,6.26795,8.572,0.9221,3.79505,1
2021-07-06,1.18235,8.5969,1.3801,6.289,8.7024,0.92425,3.81715,1
2021-07-07,1.1791,8.6239,1.3802,6.3065,8.7251,0.9255,3.8456,1
2021-07-08,1.1844,8.5968,1.37865,6.2781,8.7826,0.91565,3.8361,1
2021-07-09,1.1875,8.5653,1.3901,6.26175,8.6634,0.91395,3.828,1
2021-07-12,1.1861,8.588,1.3882,6.2713,8.6783,0.9151,3.83915,1
2021-07-13,1.1776,8.656,1.38125,6.3155,8.7808,0.9186,3.8876,1
2021-07-14,1.1837,8.6195,1.3858,6.2835,8.7229,0.91505,3.85585,1
2021-07-15,1.1814,8.6615,1.383,6.2964,8.8252,0.9178,3.87955,1
2021-07-16,1.1806,8.677,1.3774,6.3003,8.8423,0.9196,3.8824,1
2021-07-19,1.18,8.6872,1.36745,6.3033,8.9466,0.91795,3.89555,1
2021-07-20,1.1781,8.70225,1.3628,6.3138,9.0047,0.92185,3.8984,1
2021-07-21,1.1794,8.6891,1.3712,6.3062,8.888,0.9177,3.881,1
2021-07-22,1.1771,8.6786,1.37675,6.3188,8.8429,0.919,3.8785,1
2021-07-23,1.1773,8.6894,1.3747,6.31695,8.8599,0.9192,3.88435,1
2021-07-26,1.1801,8.6257,1.3818,6.3022,8.8206,0.9161,3.89185,1
2021-07-27,1.1816,8.6291,1.3878,6.29445,8.8784,0.9145,3.8912,1
2021-07-28,1.1844,8.6015,1.39,6.2798,8.805,0.9101,3.88165,1
2021-07-29,1.1888,8.5572,1.3963,6.2563,8.734,0.90625,3.8449,1
2021-07-30,1.1871,8.5862,1.3903,6.2665,8.8145,0.9056,3.8489,1
2021-08-02,1.1869,8.5982,1.3883,6.26565,8.829,0.9056,3.84075,1
2021-08-03,1.1862,8.5994,1.3916,6.2692,8.8203,0.9038,3.8385,1
2021-08-04,1.1837,8.611,1.3889,6.28255,8.8447,0.90685,3.84045,1
2021-08-05,1.1834,8.6118,1.393,6.2852,8.8151,0.9076,3.8418,1
2021-08-06,1.17615,8.6655,1.3873,6.3231,8.89195,0.9146,3.88875,1
2021-08-09,1.1739,8.7133,1.3846,6.3357,8.9432,0.9207,3.88955,1
2021-08-10,1.172,8.7168,1.3845,6.3463,8.9237,0.9228,3.90545,1
2021-08-11,1.1739,8.68555,1.3874,6.3353,8.8589,0.922,3.90225,1
2021-08-12,1.1729,8.6855,1.3806,6.34015,8.8622,0.9234,3.90215,1
2021-08-13,1.1793,8.6502,1.3865,6.3043,8.8013,0.9156,3.87255,1
2021-08-16,1.1779,8.6545,1.3852,6.3144,8.84,0.9122,3.873,1
2021-08-17,1.171,8.7579,1.3741,6.3504,8.9143,0.91455,3.89795,1
2021-08-18,1.1712,8.7296,1.3757,6.351,8.8997,0.91705,3.8902,1
2021-08-19,1.1676,8.80225,1.364,6.36915,9.0371,0.9189,3.9267,1
2021-08-20,1.1697,8.8104,1.36225,6.35665,9.0194,0.91715,3.92105,1
2021-08-23,1.1745,8.7185,1.3719,6.3315,8.9139,0.9124,3.90195,1
2021-08-24,1.1755,8.69485,1.3729,6.3258,8.8264,0.9124,3.89105,1
2021-08-25,1.1772,8.6824,1.3761,6.317,8.8077,0.9138,3.8851,1
2021-08-26,1.1752,8.7055,1.3701,6.3278,8.8423,0.9178,3.8931,1
2021-08-27,1.1795,8.6391,1.3759,6.3045,8.7226,0.9113,3.8787,1
2021-08-30,1.1797,8.6266,1.376,6.3036,8.6689,0.91695,3.86645,1
2021-08-31,1.1809,8.6252,1.3756,6.2982,8.6935,0.9152,3.83045,1
2021-09-01,1.1839,8.612,1.377,6.281,8.693,0.9152,3.80695,1
2021-09-02,1.1875,8.57015,1.3833,6.2616,8.644,0.9143,3.8007,1
2021-09-03,1.1883,8.5413,1.38665,6.25985,8.6456,0.91365,3.79575,1
2021-09-06,1.187,8.5664,1.3836,6.2644,8.662,0.915,3.81095,1
2021-09-07,1.1841,8.5946,1.3784,6.2798,8.6862,0.9197,3.80915,1
2021-09-08,1.1815,8.6288,1.37715,6.2926,8.711,0.92205,3.82395,1
2021-09-09,1.1826,8.6085,1.3837,6.28885,8.6703,0.917,3.84365,1
2021-09-10,1.1815,8.6325,1.3841,6.2965,8.6811,0.91775,3.847,1
2021-09-13,1.181,8.6091,1.3838,6.2961,8.6459,0.9223,3.8531,1
2021-09-14,1.1804,8.6053,1.38085,6.2998,8.6417,0.9204,3.85235,1
2021-09-15,1.1817,8.5809,1.3839,6.2934,8.5771,0.9198,3.8631,1
2021-09-16,1.1766,8.6225,1.37895,6.3196,8.633,0.9277,3.8875,1
2021-09-17,1.1727,8.6802,1.3744,6.3422,8.708,0.9325,3.91625,1
2021-09-20,1.1727,8.679,1.3659,6.341,8.7275,0.9278,3.92725,1
2021-09-21,1.1725,8.6869,1.3661,6.3424,8.6779,0.9235,3.9408,1
2021-09-22,1.1688,8.69995,1.3627,6.362,8.6651,0.92625,3.9541,1
2021-09-23,1.1738,8.6304,1.3718,6.3356,8.579,0.9242,3.92975,1
2021-09-24,1.1716,8.6477,1.3684,6.3443,8.5946,0.9241,3.92995,1
2021-09-27,1.1696,8.7094,1.3698,6.3578,8.6028,0.9258,3.9308,1
2021-09-28,1.1683,8.7349,1.3536,6.3645,8.6664,0.9294,3.96745,1
2021-09-29,1.1597,8.8082,1.34265,6.4125,8.7716,0.93495,3.99575,1
2021-09-30,1.1583,8.76,1.3474,6.42345,8.7469,0.9317,3.97935,1
2021-10-01,1.1596,8.749,1.3547,6.41475,8.63255,0.93105,3.9504,1
2021-10-04,1.1623,8.7273,1.3615,6.3993,8.5733,0.9249,3.95515,1
2021-10-05,1.1598,8.7414,1.3631,6.4134,8.5317,0.9279,3.97105,1
2021-10-06,1.1558,8.8011,1.35815,6.4374,8.5812,0.9274,3.93575,1
2021-10-07,1.1552,8.7799,1.3619,6.4412,8.5741,0.92895,3.96795,1
2021-10-08,1.1569,8.7338,1.3613,6.42905,8.53925,0.9273,3.97775,1
2021-10-11,1.1552,8.7716,1.35965,6.4395,8.5906,0.9277,3.9735,1
2021-10-12,1.1529,8.7889,1.3588,6.4535,8.5597,0.9308,3.9742,1
2021-10-13,1.1593,8.6912,1.36605,6.4179,8.4925,0.92435,3.9446,1
2021-10-14,1.1596,8.636,1.3675,6.4171,8.4454,0.9235,3.93955,1
2021-10-15,1.1602,8.611,1.37515,6.4132,8.4292,0.9228,3.93985,1
2021-10-18,1.1611,8.6486,1.3727,6.40795,8.4044,0.9239,3.95135,1
2021-10-19,1.1634,8.6218,1.3797,6.3961,8.3548,0.923,3.936,1
2021-10-20,1.1651,8.59005,1.38245,6.3863,8.30745,0.919,3.9327,1
2021-10-21,1.1623,8.6044,1.3793,6.4005,8.3615,0.9183,3.96045,1
2021-10-22,1.1649,8.564,1.3753,6.3886,8.3565,0.916,3.9523,1
2021-10-25,1.1608,8.6064,1.37695,6.40775,8.3538,0.91985,3.97425,1
2021-10-26,1.15965,8.6146,1.3768,6.4147,8.3529,0.92035,3.9748,1
2021-10-27,1.1606,8.5857,1.37485,6.41135,8.4179,0.91815,3.98275,1
2021-10-28,1.1681,8.5171,1.379,6.3683,8.3332,0.9119,3.96045,1
2021-10-29,1.1563,8.5902,1.3693,6.4338,8.4439,0.9158,3.98745,1
2021-11-01,1.1608,8.5186,1.3674,6.4086,8.4086,0.9092,3.97765,1
2021-11-02,1.1579,8.5756,1.3616,6.4252,8.5285,0.9146,3.9805,1
2021-11-03,1.1612,8.5383,1.3686,6.4046,8.50555,0.9118,3.9459,1
2021-11-04,1.1554,8.5904,1.34995,6.4372,8.5537,0.9127,3.98365,1
2021-11-05,1.15675,8.5707,1.3497,6.4298,8.55605,0.9123,3.97475,1
2021-11-08,1.1588,8.57545,1.3563,6.4195,8.50065,0.9137,3.9637,1
2021-11-09,1.1593,8.575,1.3556,6.41545,8.51185,0.9112,3.9604,1
2021-11-10,1.148,8.70155,1.3404,6.47975,8.65195,0.9177,4.01645,1
2021-11-11,1.1451,8.70675,1.3373,6.4942,8.6753,0.92085,4.04805,1
2021-11-12,1.1452,8.76225,1.3415,6.499,8.6939,0.92135,4.0548,1
