Currency,Daily Total Return,Price Close,TRBC Economic Sector Name,Volume
USD,-0.459506031,25.995,,173580
USD,0.689655172,70.08,,1692
USD,0.057703405,26.01,,110982
USD,-1.54109589,69.0,,702
USD,-2.614379085,25.33,,155594
USD,-1.739130435,67.8,,707
USD,-1.32254244,24.995,,247954
USD,2.300884956,69.36,,563
USD,-0.320064013,24.915,,162156
USD,2.941176471,71.4,,1485
USD,1.464980935,25.28,,109606
USD,-3.193277311,69.12,,564
USD,-1.107594937,25.0,,108992
USD,-0.347222222,68.88,,1020
USD,0.64,25.16,,71102
USD,2.43902439,70.56,,832
USD,-0.019872814,25.155,,106570
USD,2.040816327,72.0,,1525
USD,0.755317034,25.345,,124558
USD,3.333333333,74.4,,1512
USD,-0.670743736,25.115,,141184
USD,-0.483870968,74.04,,664
USD,2.826995819,25.825,,142404
USD,-0.972447326,73.32,,306
USD,-2.884801549,25.08,,96950
USD,-5.564648118,69.24,,265
USD,-0.318979266,25.0,,178056
USD,1.039861352,69.96,,652
USD,1.62,25.405,,93622
USD,2.572898799,71.52,,514
USD,3.10962409,26.195,,118868
USD,3.020134228,73.68,,810
USD,0.26722657,26.265,,168562
USD,-1.954397394,72.24,,250
USD,1.237388159,26.59,,87852
USD,0.996677741,72.96,,835
USD,-2.012034599,26.055,,96710
USD,-0.657894737,72.48,,276
USD,2.014968336,26.58,,169900
USD,0.82781457,73.08,,643
USD,-2.784048157,25.84,,111062
USD,-0.164203612,72.96,,855
USD,-0.251547988,25.775,,95740
USD,-3.289473684,70.56,,1565
USD,-1.183317168,25.47,,123486
USD,-1.700680272,69.36,,748
USD,-1.236749117,25.155,,120294
USD,-5.017301038,65.88,,1716
USD,0.397535281,25.255,,129948
USD,0.182149362,66.0,,1517
USD,1.960007919,25.75,,140080
USD,2.545454545,67.68,,647
USD,1.514563107,26.14,,103708
USD,-1.063829787,66.96,,784
USD,-1.243305279,25.815,,315904
USD,1.433691756,67.92,,9734
USD,2.924656208,26.57,,118718
USD,4.416961131,70.92,,453
USD,-1.072638314,26.285,,93506
USD,1.184433164,71.76,,771
USD,1.293513411,26.625,,71762
USD,1.003344482,72.48,,626
USD,-0.507042254,26.49,,53542
USD,3.973509934,75.36,,974
USD,-1.019252548,26.22,,65490
USD,0.955414013,76.08,,1057
USD,-0.247902365,26.155,,52554
USD,-0.157728707,75.96,,568
USD,-1.089657809,25.87,,166232
USD,1.263823065,76.92,,485
USD,-0.096637031,25.845,,98444
USD,2.028081123,78.48,,409
USD,-2.205455601,25.275,,127452
USD,-1.376146789,77.4,,544
USD,-0.098911968,25.25,,118240
USD,-6.046511628,72.72,,573
USD,0.01980198,25.255,,115328
USD,-1.815181518,71.4,,532
USD,1.603642843,25.66,,119716
USD,-0.336134454,71.16,,253
USD,-1.110678098,25.375,,106142
USD,0.0,71.16,,171
USD,-1.083743842,25.1,,121274
USD,-3.878583474,68.4,,646
USD,1.215139442,25.405,,178374
USD,0.0,68.4,,357
USD,-0.472347963,25.285,,86262
USD,-1.578947368,67.32,,600
USD,-1.127150484,25.0,,122562
USD,-0.891265597,66.72,,169
USD,2.7,25.675,,154022
USD,0.539568345,67.08,,147
USD,0.759493671,25.87,,105026
USD,-4.830053667,63.84,,1297
USD,2.415925783,26.495,,170800
USD,-0.187969925,63.72,,112
USD,0.924702774,26.74,,136186
USD,3.95480226,66.24,,312
USD,0.804038893,26.955,,94262
USD,0.18115942,66.36,,185
USD,0.890372844,27.195,,107456
USD,3.978300181,69.0,,630
USD,-0.312557455,27.11,,151926
USD,0.52173913,69.36,,665
USD,-2.268535596,26.495,,135490
USD,1.730103806,70.56,,473
USD,1.377618419,26.86,,88242
USD,-3.06122449,68.4,,150
USD,-3.983618764,25.79,,178078
USD,0.350877193,68.64,,151
USD,3.063202792,26.58,,126684
USD,-2.972027972,66.6,,577
USD,1.749435666,27.045,,159904
USD,5.045045045,69.96,,298
USD,0.831946755,27.27,,192316
USD,-2.058319039,68.52,,193
USD,-4.602126879,26.015,,436994
USD,2.977232925,70.56,,100
USD,1.018643091,26.28,,219936
USD,-1.530612245,69.48,,277
USD,-1.788432268,25.81,,144566
USD,2.07253886,70.92,,306
USD,0.871755134,26.035,,183528
USD,-1.861252115,69.6,,1248
USD,4.244286537,27.14,,238894
USD,1.034482759,70.32,,473
USD,1.381724392,27.515,,129286
USD,1.877133106,71.64,,285
USD,-0.545157187,27.365,,121422
USD,-1.005025126,70.92,,733
USD,1.205919971,27.695,,105946
USD,3.553299492,73.44,,369
USD,-1.570680628,27.26,,105470
USD,0.490196078,73.8,,204
USD,-0.183418929,27.21,,154066
USD,3.902439024,76.68,,437
USD,0.441014333,27.33,,108138
USD,0.312989045,76.92,,359
USD,1.079399927,27.625,,152992
USD,-1.248049922,75.96,,569
USD,2.950226244,28.44,,168352
USD,-0.315955766,75.72,,309
USD,-2.320675105,27.72,,67824
USD,0.792393027,76.32,,312
USD,-0.974025974,27.45,,124506
USD,0.157232704,76.44,,678
USD,-0.072859745,27.43,,109754
USD,-1.726844584,75.12,,150
USD,2.296755377,28.06,,140242
USD,2.076677316,76.68,,112
USD,-0.890947969,27.81,,133322
USD,-1.72143975,75.36,,111
USD,1.312477526,28.175,,107274
USD,-0.159235669,75.24,,168
USD,-0.33717835,28.08,,126202
USD,0.637958533,75.48,,202
USD,-0.195868946,28.025,,100598
USD,-0.158982512,75.36,,431
USD,0.321141838,28.115,,93556
USD,-1.114649682,74.52,,212
USD,-0.853636849,27.875,,136960
USD,-1.288244767,73.56,,396
USD,-1.704035874,27.4,,200174
USD,-0.326264274,73.32,,127
USD,1.47810219,27.805,,197308
USD,0.818330606,73.92,,274
USD,-0.125876641,27.77,,118282
USD,-1.623376623,72.72,,171
USD,1.02628736,28.055,,100130
USD,-0.165016502,72.6,,335
USD,0.124754946,28.09,,130894
USD,0.826446281,73.2,,326
USD,-0.14239943,28.05,,119990
USD,-1.803278689,71.88,,926
USD,2.495543672,28.75,,129768
USD,-0.667779633,71.4,,258
USD,0.034782609,28.76,,334248
USD,-1.848739496,70.08,,672
USD,-0.747566064,28.545,,109156
USD,-0.856164384,69.48,,485
USD,-1.296198984,28.175,,109774
USD,-0.690846287,69.0,,538
USD,-5.519077196,26.62,,147048
USD,0.0,69.0,,244
USD,-1.502629602,26.22,,199928
USD,1.739130435,70.2,,284
USD,0.209763539,26.275,,345040
USD,4.615384615,73.44,,1389
USD,0.570884872,26.425,,133310
USD,0.816993464,74.04,,851
USD,-1.456953642,26.04,,171598
USD,0.972447326,74.76,,269
USD,-1.555299539,25.635,,146432
USD,1.444622793,75.84,,765
USD,-1.501852935,25.25,,241614
USD,0.474683544,76.2,,465
USD,0.257425743,25.315,,140872
USD,0.787401575,76.8,,619
USD,-0.335769307,25.23,,102952
USD,-0.625,76.32,,387
USD,0.237812128,25.29,,95166
USD,-0.157232704,76.2,,100
USD,0.632661131,25.45,,80686
USD,0.31496063,76.44,,1055
USD,0.019646365,25.455,,98704
USD,-0.156985871,76.32,,786
USD,0.70713023,25.635,,116140
USD,2.830188679,78.48,,694
USD,-1.794421689,25.175,,106458
USD,-0.611620795,78.0,,448
USD,4.945382324,26.42,,164256
USD,-0.615384615,77.52,,431
USD,1.040878123,26.695,,192962
USD,2.167182663,79.2,,721
USD,-2.004120622,26.16,,176130
USD,-2.424242424,77.28,,111
USD,2.217125382,26.74,,108714
USD,4.658385093,80.88,,798
USD,-0.504861631,26.605,,91426
USD,-0.148367953,80.76,,2542
USD,0.319488818,26.69,,85672
USD,-0.29717682,80.52,,183
USD,-2.416635444,26.045,,104468
USD,0.298062593,80.76,,565
USD,-3.628335573,25.1,,139886
USD,0.0,80.76,,227
USD,-0.298804781,25.025,,180488
USD,0.891530461,81.48,,213
USD,1.338661339,25.36,,142494
USD,-2.35640648,79.56,,482
USD,-2.937697161,24.615,,370018
USD,1.206636501,80.52,,343
USD,0.528133252,24.745,,439466
USD,-2.682563338,78.36,,103
USD,1.939785815,25.225,,264852
USD,1.225114855,79.32,,358
USD,-1.387512389,24.875,,187310
USD,0.907715582,80.04,,329
USD,-1.105527638,24.6,,187874
USD,-2.548725637,78.0,,239
USD,1.849593496,25.055,,288254
USD,0.153846154,78.12,,154
USD,0.0,25.055,,152934
USD,0.307219662,78.36,,551
USD,0.299341449,25.13,,88584
USD,-1.071975498,77.52,,763
USD,-0.179068842,25.085,,118314
USD,-0.464396285,77.16,,196
USD,0.159457843,25.125,,100870
USD,1.399688958,78.24,,327
USD,0.39800995,25.225,,104846
USD,-0.306748466,78.0,,320
USD,1.506442022,25.605,,97400
USD,-0.923076923,77.28,,374
USD,0.390548721,25.705,,129098
USD,1.397515528,78.36,,336
USD,1.419957207,26.07,,233256
USD,1.378254211,79.44,,1426
USD,-2.646720368,25.38,,115046
USD,-1.057401813,78.6,,347
USD,-1.359338061,25.035,,212176
USD,-0.610687023,78.12,,227
USD,-0.159776313,24.995,,135978
USD,-1.689708141,76.8,,482
USD,-0.280056011,24.925,,70904
USD,-1.40625,75.72,,323
USD,-1.063189569,24.66,,136272
USD,-1.426307448,74.64,,1587
USD,4.663422547,25.75,,122718
USD,-0.643086817,74.16,,215
USD,0.213592233,25.805,,87152
USD,2.588996764,76.08,,543
USD,-1.646967642,25.38,,125384
USD,0.788643533,76.68,,332
USD,0.11820331,25.41,,132034
USD,-1.408450704,75.6,,391
USD,-1.338055884,25.07,,185836
USD,1.111111111,76.44,,680
USD,0.279218189,25.14,,108646
USD,-1.726844584,75.12,,308
USD,-1.312649165,24.81,,105496
USD,-0.638977636,74.4,,414
USD,-1.229343007,24.505,,205530
USD,0.64516129,74.88,,356
USD,-1.48949194,24.14,,95112
USD,-0.801282051,74.28,,334
USD,-0.062137531,24.125,,93826
USD,0.161550889,74.4,,345
USD,0.849740933,24.33,,251714
USD,1.290322581,75.36,,257
USD,0.411015208,24.43,,112624
USD,2.229299363,77.04,,933
USD,-0.368399509,24.34,,100076
USD,-0.62305296,76.56,,260
USD,1.150369762,24.62,,185910
USD,11.285266458,85.2,,3474
USD,-0.304630382,24.545,,125916
USD,-1.690140845,83.76,,4567
USD,-0.794459157,24.35,,76486
USD,0.286532951,84.0,,1053
USD,-0.061601643,24.335,,162914
USD,-0.571428571,83.52,,832
USD,0.0,24.335,,403860
USD,-2.298850575,81.6,,1128
USD,-0.698582289,24.165,,119936
USD,-1.470588235,80.4,,1222
USD,-1.034554107,23.915,,116888
USD,0.746268657,81.0,,717
USD,-1.40079448,23.58,,158472
USD,-2.814814815,78.72,,934
USD,-0.4028838,23.485,,142198
USD,0.914634146,79.44,,730
USD,-4.066425378,22.53,,619686
USD,-4.229607251,76.08,,82000
USD,-0.199733688,22.485,,177998
USD,-4.416403785,72.72,,2243
USD,0.466977985,22.59,,266556
USD,-6.600660066,67.92,,4125
USD,-1.128818061,22.335,,184914
USD,-6.183745583,63.72,,2590
USD,-0.895455563,22.135,,164768
USD,-4.708097928,60.72,,1339
USD,-1.671560876,21.765,,137634
USD,-4.743083004,57.84,,4148
USD,-0.528371238,21.65,,121590
USD,-2.282157676,56.52,,3783
USD,-2.240184758,21.165,,253486
USD,-2.760084926,54.96,,363
USD,-2.527758091,20.63,,231542
USD,3.27510917,56.76,,7650
USD,-0.581677169,20.51,,300120
USD,-3.382663848,54.84,,1883
USD,-0.048756704,20.5,,334430
USD,5.251641138,57.72,,2240
USD,2.073170732,20.925,,180884
USD,-1.663201663,56.76,,1416
USD,-2.628434886,20.375,,166146
USD,0.0,56.76,,1370
USD,-0.809815951,20.21,,162290
USD,-1.268498943,56.04,,773
USD,-1.509153884,19.905,,233498
USD,-2.569593148,54.6,,1055
USD,-1.557397639,19.595,,135108
USD,-3.516483516,52.68,,1033
USD,-0.637917836,19.47,,237380
USD,-1.138952164,52.08,,839
USD,-0.410888546,19.39,,186594
USD,0.0,52.08,,474
USD,2.19185147,19.815,,256122
USD,0.921658986,52.56,,1550
USD,-2.296240222,19.36,,136388
USD,-2.511415525,51.24,,1874
USD,0.051652893,19.37,,133348
USD,0.0,51.24,,704
USD,0.748580279,19.515,,256168
USD,-2.81030445,49.8,,1768
USD,-1.178580579,19.285,,185974
USD,4.578313253,52.08,,690
USD,2.281565984,19.725,,464140
USD,2.304147465,53.28,,1449
USD,-1.74904943,19.38,,250206
USD,0.225225225,53.4,,1154
USD,-1.212590299,19.145,,258330
USD,-10.112359551,48.0,,1380
USD,-2.08931836,18.745,,176690
USD,1.5,48.72,,609
USD,2.934115764,19.295,,244746
USD,-0.985221675,48.24,,911
USD,0.57009588,19.405,,190102
USD,-0.746268657,47.88,,869
USD,1.494460191,19.695,,261322
USD,-2.506265664,46.68,,832
USD,1.5486164,20.0,,212816
USD,-5.655526992,44.04,,2387
USD,-2.425,19.515,,216848
USD,-1.907356948,43.2,,807
USD,1.742249552,19.855,,198914
USD,-3.055555556,41.88,,1141
USD,-2.291614203,19.4,,176114
USD,2.005730659,42.72,,696
USD,1.056701031,19.605,,95890
USD,0.842696629,43.08,,894
USD,1.351695996,19.87,,151194
USD,-0.835654596,42.72,,2117
USD,-3.749370911,19.125,,194382
USD,-4.494382022,40.8,,706
USD,0.392156863,19.2,,198858
USD,-2.058823529,39.96,,413
USD,-2.96875,18.63,,130740
USD,-5.705705706,37.68,,1483
USD,0.76489533,18.7725,,196638
USD,-1.27388535,37.2,,2411
USD,-1.611399654,18.47,,213350
USD,-10.64516129,33.24,,2340
USD,-1.840822956,18.13,,160372
USD,1.083032491,33.6,,1811
USD,3.723110866,18.805,,195458
USD,-4.285714286,32.16,,2735
USD,3.137463441,19.335,,169806
USD,1.492537313,32.64,,2320
USD,1.52573054,19.63,,159950
USD,10.661764706,36.12,,7584
USD,-0.025471218,19.625,,96784
USD,-6.312292359,33.84,,2279
USD,-1.707006369,19.29,,124042
USD,-12.056737589,29.52,,4123
USD,1.736651115,19.625,,106822
USD,-2.845528455,28.68,,1957
USD,2.292993631,20.075,,149216
USD,4.184100418,29.88,,1702
USD,-1.145703611,19.845,,81218
USD,-4.417670683,28.56,,848
USD,4.535147392,20.745,,93954
USD,0.420168067,28.68,,1010
USD,-0.964087732,20.545,,154800
USD,-1.255230126,28.32,,3764
USD,-0.559746897,20.43,,74834
USD,-0.423728814,28.2,,1306
USD,1.05237396,20.645,,64804
USD,0.85106383,28.44,,2139
USD,-1.041414386,20.43,,101752
USD,-7.594936709,26.28,,2330
USD,1.811062163,20.8,,84608
USD,5.479452055,27.72,,1149
USD,0.841346154,20.975,,59934
USD,3.463203463,28.68,,2153
USD,0.309892729,21.04,,101188
USD,-1.673640167,28.2,,1008
USD,-0.546577947,20.925,,252122
USD,-2.127659574,27.6,,4584
USD,0.884109916,21.11,,217012
USD,7.826086957,29.76,,3664
USD,-2.605400284,20.56,,88552
USD,-3.629032258,28.68,,1448
USD,-1.215953307,20.31,,99664
USD,-9.205020921,26.04,,1329
USD,0.320039389,20.375,,127516
USD,3.686635945,27.0,,1055
USD,1.914110429,20.765,,130884
USD,-2.222222222,26.4,,2200
USD,-1.926318324,20.365,,120886
USD,-4.545454545,25.2,,1222
USD,0.564694329,20.48,,93528
USD,0.476190476,25.32,,1049
USD,2.954101563,21.085,,159774
USD,-10.426540284,22.68,,5031
USD,-2.77448423,20.5,,161528
USD,1.058201058,22.92,,1200
USD,3.048780488,21.125,,104968
USD,9.42408377,25.08,,1599
USD,2.24852071,21.6,,122500
USD,3.349282297,25.92,,1717
USD,0.25462963,21.655,,132110
USD,3.240740741,26.76,,1223
USD,2.793812053,22.26,,112014
USD,5.381165919,28.2,,1816
USD,1.594788859,22.615,,88698
USD,19.574468085,33.72,,2386
USD,-1.481317709,22.28,,79468
USD,-1.779359431,33.12,,1416
USD,-1.615798923,21.92,,106466
USD,-5.072463768,31.44,,1088
USD,-0.66149635,21.775,,85188
USD,-3.816793893,30.24,,1196
USD,5.464982778,22.965,,184590
USD,-2.777777778,29.4,,618
USD,3.069888961,23.67,,158568
USD,4.489795918,30.72,,1405
USD,-0.295732995,23.6,,141788
USD,3.515625,31.8,,1113
USD,-0.783898305,23.415,,82612
USD,-0.754716981,31.56,,3019
USD,-0.234892163,23.36,,85840
USD,0.0,31.56,,632
USD,-0.941780822,23.14,,87182
USD,-1.901140684,30.96,,939
USD,3.262748487,23.895,,124532
USD,1.550387597,31.44,,743
USD,1.276417661,24.2,,98938
USD,2.290076336,32.16,,1149
USD,-2.954545455,23.485,,93922
USD,-4.104477612,30.84,,590
USD,-2.448371301,22.91,,182492
USD,-8.171206226,28.32,,894
USD,0.349192492,22.99,,214124
USD,8.474576271,30.72,,1738
USD,8.612440191,24.97,,320234
USD,-1.171875,30.36,,696
USD,1.341609932,25.305,,150648
USD,-2.371541502,29.64,,499
USD,0.790357637,25.505,,121432
USD,5.263157895,31.2,,1339
USD,0.74495197,25.695,,168040
USD,-0.384615385,31.08,,1764
USD,0.214049426,25.75,,110590
USD,0.386100386,31.2,,702
USD,-0.019417476,25.745,,96378
USD,-1.153846154,30.84,,642
USD,2.427655856,26.37,,106378
USD,2.723735409,31.68,,593
USD,-3.052711414,25.565,,191558
USD,-7.196969697,29.4,,3707
USD,-1.662429102,25.14,,136196
USD,-14.693877551,25.08,,9128
USD,0.497215593,25.265,,80386
USD,0.0,25.08,,1121
USD,-1.58321789,24.865,,93492
USD,-9.090909091,22.8,,1429
USD,0.744017696,25.05,,180770
USD,0.526315789,22.92,,961
USD,0.419161677,25.155,,74242
USD,3.141361257,23.64,,1079
USD,-0.198767641,25.105,,111744
USD,-2.030456853,23.16,,682
USD,2.728540131,25.79,,83854
USD,1.554404145,23.52,,1733
USD,-0.193873594,25.74,,76192
USD,-5.612244898,22.2,,925
USD,0.699300699,25.92,,72474
USD,-4.864864865,21.12,,1491
USD,-2.932098765,25.16,,136998
USD,4.545454545,22.08,,1499
USD,0.89427663,25.385,,84738
USD,-0.543478261,21.96,,592
USD,0.275753398,25.395,,84256
USD,1.092896175,22.2,,1272
USD,0.807245521,25.6,,51640
USD,-1.621621622,21.84,,321
USD,0.9765625,25.85,,143192
USD,0.549450549,21.96,,1411
USD,0.348162476,25.94,,79582
USD,-0.546448087,21.6,,2303
USD,-0.404780262,25.835,,78714
USD,-2.222222222,21.12,,457
USD,-1.761176698,25.38,,79428
USD,0.568181818,21.24,,807
USD,2.67927502,26.06,,75682
USD,-1.129943503,21.0,,906
USD,-2.187260169,25.49,,83922
USD,-10.857142857,18.72,,1537
USD,-1.588858376,25.085,,63194
USD,8.333333333,20.28,,680
USD,-2.152680885,24.545,,96820
USD,-1.183431953,20.04,,747
USD,0.875942147,24.76,,74214
USD,0.598802395,20.16,,866
USD,-3.190630048,23.97,,119492
USD,-8.333333333,18.48,,1911
USD,-1.898206091,23.515,,139642
USD,-6.493506494,17.28,,795
USD,0.276419307,23.58,,98278
USD,-6.25,16.2,,2002
USD,1.611535199,23.96,,128166
USD,8.888888889,17.64,,780
USD,-0.187813022,23.915,,104912
USD,-5.442176871,16.68,,805
USD,-0.982646874,23.68,,432746
USD,-5.035971223,15.84,,9736
USD,2.069256757,24.17,,82386
USD,0.0,15.84,,646
USD,2.04799338,24.665,,123676
USD,8.333333333,17.16,,1030
USD,-0.12162984,24.635,,66858
USD,10.48951049,18.96,,1418
USD,1.907854678,25.105,,91622
USD,-4.430379747,18.12,,564
USD,0.557657837,25.245,,79406
USD,-6.622516556,16.92,,2226
USD,1.386413151,25.595,,75418
USD,-4.255319149,16.2,,1865
USD,-1.719085759,25.155,,64840
USD,-10.37037037,14.52,,2976
USD,-3.339296363,24.315,,82554
USD,10.743801653,16.08,,1128
USD,-1.398313798,23.975,,150614
USD,2.985074627,16.56,,1679
USD,-0.583941606,23.835,,72004
USD,2.173913043,16.92,,1070
USD,-5.412208936,22.545,,89378
USD,-0.709219858,16.8,,1523
USD,-1.618984254,22.18,,148608
USD,-1.428571429,16.56,,1897
USD,0.473399459,22.285,,192672
USD,0.724637681,16.68,,4722
USD,1.660309625,22.655,,119306
USD,-2.158273381,16.32,,1231
USD,-0.750386228,22.485,,124000
USD,0.735294118,16.44,,1783
USD,-3.602401601,21.675,,112844
USD,2.189781022,16.8,,2019
USD,-0.276816609,21.615,,174208
USD,10.714285714,18.6,,891
USD,-1.15660421,21.365,,212800
USD,-4.516129032,17.76,,1074
USD,0.421249707,21.455,,183040
USD,-12.837837838,15.48,,763
USD,1.654625961,21.81,,189422
USD,6.201550388,16.44,,1777
USD,-0.091701055,21.79,,222946
USD,-3.649635036,15.84,,1838
USD,1.42267095,22.1,,172024
USD,1.515151515,16.08,,2229
USD,-0.429864253,22.005,,76634
USD,-9.701492537,14.52,,480
USD,1.772324472,22.395,,72782
USD,-4.132231405,13.92,,1317
USD,-2.143335566,21.915,,94778
USD,-4.310344828,13.32,,884
USD,2.646589094,22.495,,99576
USD,-0.900900901,13.2,,305
USD,4.756612581,23.565,,189180
USD,8.181818182,14.28,,1600
USD,-0.742626777,23.39,,103932
USD,-4.201680672,13.68,,427
USD,-4.831124412,22.26,,111138
USD,-7.01754386,12.72,,519
USD,-0.247079964,22.205,,71334
USD,10.377358491,14.04,,877
USD,0.022517451,22.21,,157096
USD,2.564102564,14.4,,459
USD,-2.36380009,21.685,,245038
USD,-4.166666667,13.8,,2116
USD,-2.859119207,21.065,,173902
USD,-12.173913043,12.12,,584
USD,-1.186802753,20.815,,175890
USD,-2.97029703,11.76,,691
USD,3.290895988,21.5,,162882
USD,-5.102040816,11.16,,712
USD,1.302325581,21.78,,167406
USD,3.47311828,11.5476,,345
USD,0.045913682,21.79,,114452
USD,2.764210745,11.8668,,645
USD,4.405690684,22.75,,153614
USD,0.899989888,11.9736,,1707
USD,1.274725275,23.04,,157436
USD,9.240328723,13.08,,2006
USD,-1.996527778,22.58,,92964
USD,-1.834862385,12.84,,592
USD,0.531443756,22.7,,77698
USD,-2.803738318,12.48,,631
USD,-0.022026432,22.695,,101148
USD,4.807692308,13.08,,833
USD,-1.454064772,22.365,,53910
USD,-8.256880734,12.0,,452
USD,-0.693047172,22.21,,101814
USD,18.0,14.16,,2621
USD,2.296262945,22.655,,68932
USD,-0.847457627,14.04,,497
USD,0.97108806,22.875,,68456
USD,3.418803419,14.52,,690
USD,0.174863388,22.915,,147000
USD,7.438016529,15.6,,2224
USD,3.272965307,23.665,,101526
USD,10.0,17.16,,3054
USD,0.929642933,23.885,,101348
USD,4.195804196,17.88,,924
USD,1.276952062,24.19,,109330
USD,5.369127517,18.6,,1538
USD,1.012815213,24.435,,102824
USD,2.580645161,19.08,,2692
USD,-0.87988541,24.22,,98328
USD,7.547169811,20.52,,1787
USD,-0.92898431,23.995,,149952
USD,-9.941520468,18.48,,1046
USD,-0.979370702,23.76,,57816
USD,0.649350649,18.6,,467
USD,-1.094276094,23.5,,61912
USD,-5.806451613,17.52,,358
USD,3.042553191,24.215,,71236
USD,1.369863014,17.76,,681
USD,-0.371670452,24.125,,49960
USD,-14.189189189,15.24,,538
USD,0.103626943,24.15,,43340
USD,3.937007874,15.84,,343
USD,1.573498965,24.53,,101826
USD,-0.757575758,15.72,,683
USD,0.550346514,24.665,,138786
USD,8.396946565,17.04,,809
USD,0.668964119,24.83,,190402
USD,-4.929577465,16.2,,4547
USD,-0.765203383,24.64,,56348
USD,-3.703703704,15.6,,454
USD,-0.466720779,24.525,,50204
USD,-3.846153846,15.0,,529
USD,-2.038735984,24.025,,75740
USD,-4.0,14.4,,1249
USD,0.707596254,24.195,,52158
USD,3.333333333,14.88,,1100
USD,-0.743955363,24.015,,48008
USD,-4.032258065,14.28,,666
USD,3.331251301,24.815,,155004
USD,-2.521008403,13.92,,1883
USD,0.24178924,24.875,,68212
USD,0.862068966,14.04,,1186
USD,-0.180904523,24.83,,108294
USD,0.854700855,14.16,,676
USD,0.624244865,24.985,,84312
USD,5.084745763,14.88,,1307
USD,-2.741644987,24.3,,177248
USD,-5.64516129,14.04,,1328
USD,0.082304527,24.32,,112732
USD,-1.709401709,13.8,,687
USD,-0.513980263,24.195,,118542
USD,1.739130435,14.04,,357
USD,-2.624509196,23.56,,126950
USD,-2.564102564,13.68,,1346
USD,0.636672326,23.71,,126832
USD,10.526315789,15.12,,3383
USD,-0.653732602,23.555,,62350
USD,3.968253968,15.72,,1737
USD,-0.14858841,23.52,,95920
USD,1.526717557,15.96,,322
USD,3.401360544,24.32,,133814
USD,15.037593985,18.36,,1604
USD,-2.857730263,23.625,,96610
USD,-1.307189542,18.12,,585
USD,-2.412698413,23.055,,114994
USD,7.947019868,19.56,,1104
USD,1.778356105,23.465,,78534
USD,3.680981595,20.28,,888
USD,-3.345408055,22.68,,102810
USD,18.934911243,24.12,,2306
USD,0.551146384,22.805,,126232
USD,1.492537313,24.48,,2384
USD,-1.249725937,22.52,,105672
USD,4.901960784,25.68,,1698
USD,2.952930728,23.185,,166160
USD,-1.401869159,25.32,,1046
USD,-0.884192366,22.98,,116326
USD,-2.369668246,24.72,,844
USD,1.718885988,23.375,,113044
USD,5.339805825,26.04,,811
USD,0.042780749,23.385,,93108
USD,-5.069124424,24.72,,2641
USD,-2.822322001,22.725,,124072
USD,1.941747573,25.2,,1462
USD,6.160616062,24.125,,342074
USD,-6.19047619,23.64,,1201
USD,-0.352331606,24.04,,132162
USD,1.015228426,23.88,,955
USD,-1.247920133,23.74,,110196
USD,-2.512562814,23.28,,1307
USD,-1.411120472,23.405,,92838
USD,0.0,23.28,,768
USD,-1.922666097,22.955,,134592
USD,-5.154639175,22.08,,1124
USD,-0.087126988,22.935,,211274
USD,-1.630434783,21.72,,571
USD,1.286243732,23.23,,100936
USD,-3.867403315,20.88,,1280
USD,1.194575979,23.5075,,97704
USD,2.298850575,21.36,,697
USD,-0.414761246,23.41,,90474
USD,8.988764045,23.28,,1146
USD,-2.541648868,22.815,,82440
USD,-6.18556701,21.84,,672
USD,1.884724962,23.245,,109452
USD,3.296703297,22.56,,910
USD,0.838890084,23.44,,97720
USD,1.595744681,22.92,,1055
USD,-2.04778157,22.96,,107224
USD,-2.617801047,22.32,,1390
USD,2.199477352,23.465,,62702
USD,-3.225806452,21.6,,240
USD,-1.491583209,23.115,,61736
USD,7.222222222,23.16,,996
USD,3.828682674,24.0,,101098
USD,0.518134715,23.28,,708
USD,0.604166667,24.145,,117198
USD,5.670103093,24.6,,1347
USD,3.37544005,24.96,,178054
USD,17.073170732,28.8,,7614
USD,-1.221955128,24.655,,69390
USD,-0.833333333,28.56,,1148
USD,0.162238897,24.63,,79240
USD,-14.285714286,24.48,,1425
USD,0.690215185,24.8,,91562
USD,0.490196078,24.6,,1272
USD,0.584677419,24.945,,145084
USD,-2.43902439,24.0,,1980
USD,1.242734015,25.255,,148652
USD,5.5,25.32,,1222
USD,0.079192239,25.275,,83390
USD,2.369668246,25.68,,1088
USD,0.237388724,25.335,,97736
USD,0.46728972,25.8,,699
USD,0.059206631,25.35,,104810
USD,-0.930232558,25.56,,1529
USD,1.183431953,25.65,,90090
USD,0.469483568,25.68,,1122
USD,2.007797271,26.165,,143592
USD,-0.46728972,25.56,,1246
USD,2.197592203,26.74,,153008
USD,-0.938967136,25.32,,1224
USD,-0.804038893,26.525,,115088
USD,0.473933649,25.44,,882
USD,0.603204524,26.685,,159134
USD,-2.358490566,24.84,,780
USD,1.854974705,27.18,,236100
USD,-11.111111111,22.08,,1188
USD,-0.128771155,27.145,,101128
USD,-6.52173913,20.64,,864
USD,-0.128937189,27.11,,109110
USD,5.23255814,21.72,,680
USD,-2.084101807,26.545,,261956
USD,0.552486188,21.84,,4513
USD,0.075343756,26.565,,88304
USD,3.846153846,22.68,,839
USD,0.489365707,26.695,,68444
USD,-3.703703704,21.84,,1400
USD,-0.636823375,26.525,,69294
USD,-3.846153846,21.0,,835
USD,0.113100848,26.555,,237394
