Date,RIC,Currency,Daily Total Return,Price Close,TRBC Economic Sector Name,Volume
2015-07-20,VHI.N,USD,-3.516483516,52.68,,1033
2015-07-21,POWI.OQ,USD,-0.637917836,19.47,,237380
2015-07-21,VHI.N,USD,-1.138952164,52.08,,839
2015-07-22,POWI.OQ,USD,-0.410888546,19.39,,186594
2015-07-22,VHI.N,USD,0.0,52.08,,474
2015-07-23,POWI.OQ,USD,2.19185147,19.815,,256122
2015-07-23,VHI.N,USD,0.921658986,52.56,,1550
2015-07-24,POWI.OQ,USD,-2.296240222,19.36,,136388
2015-07-24,VHI.N,USD,-2.511415525,51.24,,1874
2015-07-27,POWI.OQ,USD,0.051652893,19.37,,133348
2015-07-27,VHI.N,USD,0.0,51.24,,704
2015-07-28,POWI.OQ,USD,0.748580279,19.515,,256168
2015-07-28,VHI.N,USD,-2.81030445,49.8,,1768
2015-07-29,POWI.OQ,USD,-1.178580579,19.285,,185974
2015-07-29,VHI.N,USD,4.578313253,52.08,,690
2015-07-30,POWI.OQ,USD,2.281565984,19.725,,464140
2015-07-30,VHI.N,USD,2.304147465,53.28,,1449
2015-07-31,POWI.OQ,USD,-1.74904943,19.38,,250206
2015-07-31,VHI.N,USD,0.225225225,53.4,,1154
2015-08-03,POWI.OQ,USD,-1.212590299,19.145,,258330
2015-08-03,VHI.N,USD,-10.112359551,48.0,,1380
2015-08-04,POWI.OQ,USD,-2.08931836,18.745,,176690
2015-08-04,VHI.N,USD,1.5,48.72,,609
2015-08-05,POWI.OQ,USD,2.934115764,19.295,,244746
2015-08-05,VHI.N,USD,-0.985221675,48.24,,911
2015-08-06,POWI.OQ,USD,0.57009588,19.405,,190102
2015-08-06,VHI.N,USD,-0.746268657,47.88,,869
2015-08-07,POWI.OQ,USD,1.494460191,19.695,,261322
2015-08-07,VHI.N,USD,-2.506265664,46.68,,832
2015-08-10,POWI.OQ,USD,1.5486164,20.0,,212816
2015-08-10,VHI.N,USD,-5.655526992,44.04,,2387
2015-08-11,POWI.OQ,USD,-2.425,19.515,,216848
2015-08-11,VHI.N,USD,-1.907356948,43.2,,807
2015-08-12,POWI.OQ,USD,1.742249552,19.855,,198914
2015-08-12,VHI.N,USD,-3.055555556,41.88,,1141
2015-08-13,POWI.OQ,USD,-2.291614203,19.4,,176114
2015-08-13,VHI.N,USD,2.005730659,42.72,,696
2015-08-14,POWI.OQ,USD,1.056701031,19.605,,95890
2015-08-14,VHI.N,USD,0.842696629,43.08,,894
2015-08-17,POWI.OQ,USD,1.351695996,19.87,,151194
2015-08-17,VHI.N,USD,-0.835654596,42.72,,2117
2015-08-18,POWI.OQ,USD,-3.749370911,19.125,,194382
2015-08-18,VHI.N,USD,-4.494382022,40.8,,706
2015-08-19,POWI.OQ,USD,0.392156863,19.2,,198858
2015-08-19,VHI.N,USD,-2.058823529,39.96,,413
2015-08-20,POWI.OQ,USD,-2.96875,18.63,,130740
2015-08-20,VHI.N,USD,-5.705705706,37.68,,1483
2015-08-21,POWI.OQ,USD,0.76489533,18.7725,,196638
2015-08-21,VHI.N,USD,-1.27388535,37.2,,2411
2015-08-24,POWI.OQ,USD,-1.611399654,18.47,,213350
2015-08-24,VHI.N,USD,-10.64516129,33.24,,2340
2015-08-25,POWI.OQ,USD,-1.840822956,18.13,,160372
2015-08-25,VHI.N,USD,1.083032491,33.6,,1811
2015-08-26,POWI.OQ,USD,3.723110866,18.805,,195458
2015-08-26,VHI.N,USD,-4.285714286,32.16,,2735
2015-08-27,POWI.OQ,USD,3.137463441,19.335,,169806
2015-08-27,VHI.N,USD,1.492537313,32.64,,2320
2015-08-28,POWI.OQ,USD,1.52573054,19.63,,159950
2015-08-28,VHI.N,USD,10.661764706,36.12,,7584
2015-08-31,POWI.OQ,USD,-0.025471218,19.625,,96784
2015-08-31,VHI.N,USD,-6.312292359,33.84,,2279
2015-09-01,POWI.OQ,USD,-1.707006369,19.29,,124042
2015-09-01,VHI.N,USD,-12.056737589,29.52,,4123
2015-09-02,POWI.OQ,USD,1.736651115,19.625,,106822
2015-09-02,VHI.N,USD,-2.845528455,28.68,,1957
2015-09-03,POWI.OQ,USD,2.292993631,20.075,,149216
2015-09-03,VHI.N,USD,4.184100418,29.88,,1702
2015-09-04,POWI.OQ,USD,-1.145703611,19.845,,81218
2015-09-04,VHI.N,USD,-4.417670683,28.56,,848
2015-09-08,POWI.OQ,USD,4.535147392,20.745,,93954
2015-09-08,VHI.N,USD,0.420168067,28.68,,1010
2015-09-09,POWI.OQ,USD,-0.964087732,20.545,,154800
2015-09-09,VHI.N,USD,-1.255230126,28.32,,3764
2015-09-10,POWI.OQ,USD,-0.559746897,20.43,,74834
2015-09-10,VHI.N,USD,-0.423728814,28.2,,1306
2015-09-11,POWI.OQ,USD,1.05237396,20.645,,64804
2015-09-11,VHI.N,USD,0.85106383,28.44,,2139
2015-09-14,POWI.OQ,USD,-1.041414386,20.43,,101752
2015-09-14,VHI.N,USD,-7.594936709,26.28,,2330
2015-09-15,POWI.OQ,USD,1.811062163,20.8,,84608
2015-09-15,VHI.N,USD,5.479452055,27.72,,1149
2015-09-16,POWI.OQ,USD,0.841346154,20.975,,59934
2015-09-16,VHI.N,USD,3.463203463,28.68,,2153
2015-09-17,POWI.OQ,USD,0.309892729,21.04,,101188
2015-09-17,VHI.N,USD,-1.673640167,28.2,,1008
2015-09-18,POWI.OQ,USD,-0.546577947,20.925,,252122
2015-09-18,VHI.N,USD,-2.127659574,27.6,,4584
2015-09-21,POWI.OQ,USD,0.884109916,21.11,,217012
2015-09-21,VHI.N,USD,7.826086957,29.76,,3664
2015-09-22,POWI.OQ,USD,-2.605400284,20.56,,88552
2015-09-22,VHI.N,USD,-3.629032258,28.68,,1448
2015-09-23,POWI.OQ,USD,-1.215953307,20.31,,99664
2015-09-23,VHI.N,USD,-9.205020921,26.04,,1329
2015-09-24,POWI.OQ,USD,0.320039389,20.375,,127516
2015-09-24,VHI.N,USD,3.686635945,27.0,,1055
2015-09-25,POWI.OQ,USD,1.914110429,20.765,,130884
2015-09-25,VHI.N,USD,-2.222222222,26.4,,2200
2015-09-28,POWI.OQ,USD,-1.926318324,20.365,,120886
2015-09-28,VHI.N,USD,-4.545454545,25.2,,1222
2015-09-29,POWI.OQ,USD,0.564694329,20.48,,93528
2015-09-29,VHI.N,USD,0.476190476,25.32,,1049
2015-09-30,POWI.OQ,USD,2.954101563,21.085,,159774
2015-09-30,VHI.N,USD,-10.426540284,22.68,,5031
2015-10-01,POWI.OQ,USD,-2.77448423,20.5,,161528
2015-10-01,VHI.N,USD,1.058201058,22.92,,1200
2015-10-02,POWI.OQ,USD,3.048780488,21.125,,104968
2015-10-02,VHI.N,USD,9.42408377,25.08,,1599
2015-10-05,POWI.OQ,USD,2.24852071,21.6,,122500
2015-10-05,VHI.N,USD,3.349282297,25.92,,1717
2015-10-06,POWI.OQ,USD,0.25462963,21.655,,132110
2015-10-06,VHI.N,USD,3.240740741,26.76,,1223
2015-10-07,POWI.OQ,USD,2.793812053,22.26,,112014
2015-10-07,VHI.N,USD,5.381165919,28.2,,1816
2015-10-08,POWI.OQ,USD,1.594788859,22.615,,88698
2015-10-08,VHI.N,USD,19.574468085,33.72,,2386
2015-10-09,POWI.OQ,USD,-1.481317709,22.28,,79468
2015-10-09,VHI.N,USD,-1.779359431,33.12,,1416
2015-10-12,POWI.OQ,USD,-1.615798923,21.92,,106466
2015-10-12,VHI.N,USD,-5.072463768,31.44,,1088
2015-10-13,POWI.OQ,USD,-0.66149635,21.775,,85188
2015-10-13,VHI.N,USD,-3.816793893,30.24,,1196
2015-10-14,POWI.OQ,USD,5.464982778,22.965,,184590
2015-10-14,VHI.N,USD,-2.777777778,29.4,,618
2015-10-15,POWI.OQ,USD,3.069888961,23.67,,158568
2015-10-15,VHI.N,USD,4.489795918,30.72,,1405
2015-10-16,POWI.OQ,USD,-0.295732995,23.6,,141788
2015-10-16,VHI.N,USD,3.515625,31.8,,1113
2015-10-19,POWI.OQ,USD,-0.783898305,23.415,,82612
2015-10-19,VHI.N,USD,-0.754716981,31.56,,3019
2015-10-20,POWI.OQ,USD,-0.234892163,23.36,,85840
2015-10-20,VHI.N,USD,0.0,31.56,,632
2015-10-21,POWI.OQ,USD,-0.941780822,23.14,,87182
2015-10-21,VHI.N,USD,-1.901140684,30.96,,939
2015-10-22,POWI.OQ,USD,3.262748487,23.895,,124532
2015-10-22,VHI.N,USD,1.550387597,31.44,,743
2015-10-23,POWI.OQ,USD,1.276417661,24.2,,98938
2015-10-23,VHI.N,USD,2.290076336,32.16,,1149
2015-10-26,POWI.OQ,USD,-2.954545455,23.485,,93922
2015-10-26,VHI.N,USD,-4.104477612,30.84,,590
2015-10-27,POWI.OQ,USD,-2.448371301,22.91,,182492
2015-10-27,VHI.N,USD,-8.171206226,28.32,,894
2015-10-28,POWI.OQ,USD,0.349192492,22.99,,214124
2015-10-28,VHI.N,USD,8.474576271,30.72,,1738
2015-10-29,POWI.OQ,USD,8.612440191,24.97,,320234
2015-10-29,VHI.N,USD,-1.171875,30.36,,696
2015-10-30,POWI.OQ,USD,1.341609932,25.305,,150648
2015-10-30,VHI.N,USD,-2.371541502,29.64,,499
2015-11-02,POWI.OQ,USD,0.790357637,25.505,,121432
2015-11-02,VHI.N,USD,5.263157895,31.2,,1339
2015-11-03,POWI.OQ,USD,0.74495197,25.695,,168040
2015-11-03,VHI.N,USD,-0.384615385,31.08,,1764
2015-11-04,POWI.OQ,USD,0.214049426,25.75,,110590
2015-11-04,VHI.N,USD,0.386100386,31.2,,702
2015-11-05,POWI.OQ,USD,-0.019417476,25.745,,96378
2015-11-05,VHI.N,USD,-1.153846154,30.84,,642
2015-11-06,POWI.OQ,USD,2.427655856,26.37,,106378
2015-11-06,VHI.N,USD,2.723735409,31.68,,593
2015-11-09,POWI.OQ,USD,-3.052711414,25.565,,191558
2015-11-09,VHI.N,USD,-7.196969697,29.4,,3707
2015-11-10,POWI.OQ,USD,-1.662429102,25.14,,136196
2015-11-10,VHI.N,USD,-14.693877551,25.08,,9128
2015-11-11,POWI.OQ,USD,0.497215593,25.265,,80386
2015-11-11,VHI.N,USD,0.0,25.08,,1121
2015-11-12,POWI.OQ,USD,-1.58321789,24.865,,93492
2015-11-12,VHI.N,USD,-9.090909091,22.8,,1429
2015-11-13,POWI.OQ,USD,0.744017696,25.05,,180770
2015-11-13,VHI.N,USD,0.526315789,22.92,,961
2015-11-16,POWI.OQ,USD,0.419161677,25.155,,74242
2015-11-16,VHI.N,USD,3.141361257,23.64,,1079
2015-11-17,POWI.OQ,USD,-0.198767641,25.105,,111744
2015-11-17,VHI.N,USD,-2.030456853,23.16,,682
2015-11-18,POWI.OQ,USD,2.728540131,25.79,,83854
2015-11-18,VHI.N,USD,1.554404145,23.52,,1733
2015-11-19,POWI.OQ,USD,-0.193873594,25.74,,76192
2015-11-19,VHI.N,USD,-5.612244898,22.2,,925
2015-11-20,POWI.OQ,USD,0.699300699,25.92,,72474
2015-11-20,VHI.N,USD,-4.864864865,21.12,,1491
2015-11-23,POWI.OQ,USD,-2.932098765,25.16,,136998
2015-11-23,VHI.N,USD,4.545454545,22.08,,1499
2015-11-24,POWI.OQ,USD,0.89427663,25.385,,84738
2015-11-24,VHI.N,USD,-0.543478261,21.96,,592
2015-11-25,POWI.OQ,USD,0.275753398,25.395,,84256
2015-11-25,VHI.N,USD,1.092896175,22.2,,1272
2015-11-27,POWI.OQ,USD,0.807245521,25.6,,51640
2015-11-27,VHI.N,USD,-1.621621622,21.84,,321
2015-11-30,POWI.OQ,USD,0.9765625,25.85,,143192
2015-11-30,VHI.N,USD,0.549450549,21.96,,1411
2015-12-01,POWI.OQ,USD,0.348162476,25.94,,79582
2015-12-01,VHI.N,USD,-0.546448087,21.6,,2303
2015-12-02,POWI.OQ,USD,-0.404780262,25.835,,78714
2015-12-02,VHI.N,USD,-2.222222222,21.12,,457
2015-12-03,POWI.OQ,USD,-1.761176698,25.38,,79428
2015-12-03,VHI.N,USD,0.568181818,21.24,,807
2015-12-04,POWI.OQ,USD,2.67927502,26.06,,75682
2015-12-04,VHI.N,USD,-1.129943503,21.0,,906
2015-12-07,POWI.OQ,USD,-2.187260169,25.49,,83922
2015-12-07,VHI.N,USD,-10.857142857,18.72,,1537
2015-12-08,POWI.OQ,USD,-1.588858376,25.085,,63194
2015-12-08,VHI.N,USD,8.333333333,20.28,,680
2015-12-09,POWI.OQ,USD,-2.152680885,24.545,,96820
2015-12-09,VHI.N,USD,-1.183431953,20.04,,747
2015-12-10,POWI.OQ,USD,0.875942147,24.76,,74214
2015-12-10,VHI.N,USD,0.598802395,20.16,,866
2015-12-11,POWI.OQ,USD,-3.190630048,23.97,,119492
2015-12-11,VHI.N,USD,-8.333333333,18.48,,1911
2015-12-14,POWI.OQ,USD,-1.898206091,23.515,,139642
2015-12-14,VHI.N,USD,-6.493506494,17.28,,795
2015-12-15,POWI.OQ,USD,0.276419307,23.58,,98278
2015-12-15,VHI.N,USD,-6.25,16.2,,2002
2015-12-16,POWI.OQ,USD,1.611535199,23.96,,128166
2015-12-16,VHI.N,USD,8.888888889,17.64,,780
2015-12-17,POWI.OQ,USD,-0.187813022,23.915,,104912
2015-12-17,VHI.N,USD,-5.442176871,16.68,,805
2015-12-18,POWI.OQ,USD,-0.982646874,23.68,,432746
2015-12-18,VHI.N,USD,-5.035971223,15.84,,9736
2015-12-21,POWI.OQ,USD,2.069256757,24.17,,82386
2015-12-21,VHI.N,USD,0.0,15.84,,646
2015-12-22,POWI.OQ,USD,2.04799338,24.665,,123676
2015-12-22,VHI.N,USD,8.333333333,17.16,,1030
2015-12-23,POWI.OQ,USD,-0.12162984,24.635,,66858
2015-12-23,VHI.N,USD,10.48951049,18.96,,1418
2015-12-24,POWI.OQ,USD,1.907854678,25.105,,91622
2015-12-24,VHI.N,USD,-4.430379747,18.12,,564
2015-12-28,POWI.OQ,USD,0.557657837,25.245,,79406
2015-12-28,VHI.N,USD,-6.622516556,16.92,,2226
2015-12-29,POWI.OQ,USD,1.386413151,25.595,,75418
2015-12-29,VHI.N,USD,-4.255319149,16.2,,1865
2015-12-30,POWI.OQ,USD,-1.719085759,25.155,,64840
2015-12-30,VHI.N,USD,-10.37037037,14.52,,2976
2015-12-31,POWI.OQ,USD,-3.339296363,24.315,,82554
2015-12-31,VHI.N,USD,10.743801653,16.08,,1128
2016-01-04,POWI.OQ,USD,-1.398313798,23.975,,150614
2016-01-04,VHI.N,USD,2.985074627,16.56,,1679
2016-01-05,POWI.OQ,USD,-0.583941606,23.835,,72004
2016-01-05,VHI.N,USD,2.173913043,16.92,,1070
2016-01-06,POWI.OQ,USD,-5.412208936,22.545,,89378
2016-01-06,VHI.N,USD,-0.709219858,16.8,,1523
2016-01-07,POWI.OQ,USD,-1.618984254,22.18,,148608
2016-01-07,VHI.N,USD,-1.428571429,16.56,,1897
2016-01-08,POWI.OQ,USD,0.473399459,22.285,,192672
2016-01-08,VHI.N,USD,0.724637681,16.68,,4722
2016-01-11,POWI.OQ,USD,1.660309625,22.655,,119306
2016-01-11,VHI.N,USD,-2.158273381,16.32,,1231
2016-01-12,POWI.OQ,USD,-0.750386228,22.485,,124000
2016-01-12,VHI.N,USD,0.735294118,16.44,,1783
2016-01-13,POWI.OQ,USD,-3.602401601,21.675,,112844
2016-01-13,VHI.N,USD,2.189781022,16.8,,2019
2016-01-14,POWI.OQ,USD,-0.276816609,21.615,,174208
2016-01-14,VHI.N,USD,10.714285714,18.6,,891
2016-01-15,POWI.OQ,USD,-1.15660421,21.365,,212800
2016-01-15,VHI.N,USD,-4.516129032,17.76,,1074
2016-01-19,POWI.OQ,USD,0.421249707,21.455,,183040
2016-01-19,VHI.N,USD,-12.837837838,15.48,,763
2016-01-20,POWI.OQ,USD,1.654625961,21.81,,189422
2016-01-20,VHI.N,USD,6.201550388,16.44,,1777
2016-01-21,POWI.OQ,USD,-0.091701055,21.79,,222946
2016-01-21,VHI.N,USD,-3.649635036,15.84,,1838
2016-01-22,POWI.OQ,USD,1.42267095,22.1,,172024
2016-01-22,VHI.N,USD,1.515151515,16.08,,2229
2016-01-25,POWI.OQ,USD,-0.429864253,22.005,,76634
2016-01-25,VHI.N,USD,-9.701492537,14.52,,480
2016-01-26,POWI.OQ,USD,1.772324472,22.395,,72782
2016-01-26,VHI.N,USD,-4.132231405,13.92,,1317
2016-01-27,POWI.OQ,USD,-2.143335566,21.915,,94778
2016-01-27,VHI.N,USD,-4.310344828,13.32,,884
2016-01-28,POWI.OQ,USD,2.646589094,22.495,,99576
2016-01-28,VHI.N,USD,-0.900900901,13.2,,305
2016-01-29,POWI.OQ,USD,4.756612581,23.565,,189180
2016-01-29,VHI.N,USD,8.181818182,14.28,,1600
2016-02-01,POWI.OQ,USD,-0.742626777,23.39,,103932
2016-02-01,VHI.N,USD,-4.201680672,13.68,,427
2016-02-02,POWI.OQ,USD,-4.831124412,22.26,,111138
2016-02-02,VHI.N,USD,-7.01754386,12.72,,519
2016-02-03,POWI.OQ,USD,-0.247079964,22.205,,71334
2016-02-03,VHI.N,USD,10.377358491,14.04,,877
2016-02-04,POWI.OQ,USD,0.022517451,22.21,,157096
2016-02-04,VHI.N,USD,2.564102564,14.4,,459
2016-02-05,POWI.OQ,USD,-2.36380009,21.685,,245038
2016-02-05,VHI.N,USD,-4.166666667,13.8,,2116
2016-02-08,POWI.OQ,USD,-2.859119207,21.065,,173902
2016-02-08,VHI.N,USD,-12.173913043,12.12,,584
2016-02-09,POWI.OQ,USD,-1.186802753,20.815,,175890
2016-02-09,VHI.N,USD,-2.97029703,11.76,,691
2016-02-10,POWI.OQ,USD,3.290895988,21.5,,162882
2016-02-10,VHI.N,USD,-5.102040816,11.16,,712
2016-02-11,POWI.OQ,USD,1.302325581,21.78,,167406
2016-02-11,VHI.N,USD,3.47311828,11.5476,,345
2016-02-12,POWI.OQ,USD,0.045913682,21.79,,114452
2016-02-12,VHI.N,USD,2.764210745,11.8668,,645
2016-02-16,POWI.OQ,USD,4.405690684,22.75,,153614
2016-02-16,VHI.N,USD,0.899989888,11.9736,,1707
2016-02-17,POWI.OQ,USD,1.274725275,23.04,,157436
2016-02-17,VHI.N,USD,9.240328723,13.08,,2006
2016-02-18,POWI.OQ,USD,-1.996527778,22.58,,92964
2016-02-18,VHI.N,USD,-1.834862385,12.84,,592
2016-02-19,POWI.OQ,USD,0.531443756,22.7,,77698
2016-02-19,VHI.N,USD,-2.803738318,12.48,,631
2016-02-22,POWI.OQ,USD,-0.022026432,22.695,,101148
